Customer_ID,Tenure_Months,Monthly_Charges,Total_Charges,Internet_Service,Contract,Online_Security,Tech_Support,Paperless_Billing,Payment_Method,Customer_Service_Calls,Churn,Age_Group,Avg_Monthly_to_Total
1255,27,63.76,274.78,Fiber optic,One year,Yes,Yes,Yes,Credit card,3.0,No,2-4yr,23.2
1256,27,37.47,2656.52,DSL,Month-to-month,Yes,No,No,Mailed check,8.0,No,2-4yr,1.41
1257,21,28.24,3960.28,DSL,Two year,No,No,No,Mailed check,,No,1-2yr,0.71
1258,30,148.69,6186.22,Fiber optic,Two year,No,No,No,Credit card,5.0,No,2-4yr,2.4
1259,28,61.91,5498.03,DSL,Month-to-month,Yes,No,No,Mailed check,4.0,No,2-4yr,1.13
1260,64,125.28,3622.63,Fiber optic,Two year,Yes,No,Yes,Credit card,8.0,No,4-6yr,3.46
1261,69,53.1,2261.65,DSL,Month-to-month,Yes,No,Yes,Electronic check,1.0,No,4-6yr,2.35
1262,61,108.6,7977.28,DSL,Two year,Yes,No,No,Credit card,1.0,No,4-6yr,1.36
1263,48,118.83,3466.83,Fiber optic,Two year,No,Yes,Yes,Electronic check,8.0,No,2-4yr,3.43
1264,19,97.43,3665.96,Fiber optic,Two year,No,No,No,Mailed check,2.0,No,1-2yr,2.66
1265,4,81.3,1392.63,No,Month-to-month,No,Yes,No,Credit card,,No,0-1yr,5.84
1266,35,73.54,6379.0,DSL,Two year,No,No,No,Mailed check,8.0,No,2-4yr,1.15
1267,64,65.35,5580.09,Fiber optic,Two year,Yes,Yes,No,Credit card,7.0,No,4-6yr,1.17
1268,49,140.84,1844.08,No,Month-to-month,Yes,Yes,Yes,Electronic check,3.0,No,4-6yr,7.64
1269,17,127.98,750.81,Fiber optic,Two year,No,Yes,Yes,Electronic check,0.0,No,1-2yr,17.05
1270,44,145.45,5475.94,DSL,Month-to-month,nan,Yes,Yes,Credit card,3.0,No,2-4yr,2.66
1271,30,36.16,5270.64,No,Two year,No,No,Yes,Electronic check,8.0,No,2-4yr,0.69
1272,46,115.01,2258.75,Fiber optic,Month-to-month,Yes,No,Yes,Mailed check,1.0,No,2-4yr,5.09
1273,6,141.98,7611.82,Fiber optic,Two year,No,No,Yes,Mailed check,2.0,No,0-1yr,1.87
1274,37,43.56,1293.36,Fiber optic,One year,No,Yes,No,Bank transfer,9.0,Yes,2-4yr,3.37
1275,24,28.64,3515.44,Fiber optic,Month-to-month,No,Yes,No,Electronic check,7.0,No,1-2yr,0.81
1276,46,116.35,7554.57,Fiber optic,Month-to-month,No,Yes,Yes,Mailed check,5.0,No,2-4yr,1.54
1277,53,94.68,3415.85,DSL,Month-to-month,No,Yes,Yes,Credit card,7.0,No,4-6yr,2.77
1278,60,129.44,5144.35,Fiber optic,One year,No,No,No,Electronic check,6.0,No,4-6yr,2.52
1279,63,38.17,3241.0,DSL,Month-to-month,Yes,Yes,Yes,Mailed check,4.0,No,4-6yr,1.18
1280,32,123.38,2266.3,No,One year,Yes,No,Yes,Electronic check,8.0,No,2-4yr,5.44
1281,33,46.21,7873.42,No,Month-to-month,Yes,Yes,Yes,Credit card,3.0,No,2-4yr,0.59
1282,67,41.28,3333.74,DSL,Month-to-month,No,Yes,Yes,Mailed check,5.0,No,4-6yr,1.24
1283,18,41.35,7163.38,Fiber optic,Two year,No,No,Yes,Bank transfer,1.0,No,1-2yr,0.58
1284,25,125.89,1916.64,DSL,Month-to-month,No,No,No,Bank transfer,1.0,Yes,2-4yr,6.57
1285,54,106.48,1783.53,DSL,Two year,Yes,Yes,Yes,Electronic check,1.0,No,4-6yr,5.97
1286,58,88.0,345.96,DSL,Two year,nan,Yes,Yes,Credit card,9.0,No,4-6yr,25.44
1287,67,66.65,5248.17,Fiber optic,One year,nan,No,Yes,Mailed check,6.0,No,4-6yr,1.27
1288,46,134.04,3011.36,No,One year,No,Yes,Yes,Credit card,1.0,No,2-4yr,4.45
1289,24,71.02,6928.43,DSL,Two year,nan,Yes,No,Mailed check,1.0,No,1-2yr,1.03
1290,32,126.16,3838.36,Fiber optic,Month-to-month,No,nan,No,Electronic check,8.0,Yes,2-4yr,3.29
1291,47,77.09,7748.73,Fiber optic,Month-to-month,nan,No,No,Mailed check,6.0,No,2-4yr,0.99
1292,23,69.0,1565.65,DSL,Month-to-month,Yes,No,Yes,Credit card,2.0,Yes,1-2yr,4.41
1293,66,80.15,6962.12,No,Two year,No,No,No,Credit card,2.0,No,4-6yr,1.15
1294,27,59.18,6235.12,DSL,Month-to-month,Yes,No,No,Electronic check,6.0,No,2-4yr,0.95
1295,2,117.19,6190.28,No,One year,Yes,No,No,Credit card,4.0,No,0-1yr,1.89
1296,17,85.35,6773.79,Fiber optic,Two year,Yes,No,Yes,Mailed check,9.0,No,1-2yr,1.26
1297,33,50.19,6112.09,DSL,Two year,No,No,Yes,Electronic check,5.0,Yes,2-4yr,0.82
1298,9,136.94,5047.14,DSL,One year,No,Yes,Yes,Mailed check,7.0,Yes,0-1yr,2.71
1299,43,69.91,1136.83,Fiber optic,Month-to-month,No,No,No,Credit card,8.0,No,2-4yr,6.15
1300,48,90.66,356.96,Fiber optic,Two year,Yes,No,Yes,Electronic check,0.0,Yes,2-4yr,25.4
1301,39,137.84,7374.7,No,One year,No,No,Yes,Mailed check,2.0,No,2-4yr,1.87
1302,42,101.15,4971.54,Fiber optic,Month-to-month,No,No,No,Credit card,6.0,Yes,2-4yr,2.03
1303,26,35.2,6392.64,DSL,Month-to-month,No,No,No,Credit card,5.0,No,2-4yr,0.55
1304,50,142.18,3904.03,Fiber optic,Two year,No,Yes,No,Bank transfer,6.0,No,4-6yr,3.64
1305,25,101.6,1026.73,Fiber optic,One year,Yes,No,Yes,Credit card,7.0,Yes,2-4yr,9.9
1306,24,63.54,1088.97,Fiber optic,Two year,No,Yes,No,Mailed check,5.0,No,1-2yr,5.83
1307,13,38.11,5515.97,No,Two year,nan,No,Yes,Electronic check,2.0,No,1-2yr,0.69
1308,60,123.22,3499.42,No,One year,Yes,Yes,Yes,Bank transfer,1.0,Yes,4-6yr,3.52
1309,7,100.61,1684.15,No,One year,No,No,Yes,Credit card,6.0,No,0-1yr,5.97
1310,57,89.35,3983.6,DSL,One year,No,Yes,Yes,Credit card,0.0,No,4-6yr,2.24
1311,36,136.21,607.25,Fiber optic,Month-to-month,No,No,Yes,Credit card,2.0,No,2-4yr,22.43
1312,45,122.52,4697.57,DSL,One year,Yes,No,No,Mailed check,3.0,Yes,2-4yr,2.61
1313,20,39.72,2225.05,DSL,Two year,Yes,Yes,Yes,Bank transfer,0.0,No,1-2yr,1.79
1314,65,60.52,6400.72,No,One year,Yes,No,No,Mailed check,4.0,No,4-6yr,0.95
1315,8,52.3,2551.86,Fiber optic,Two year,No,No,Yes,Bank transfer,9.0,Yes,0-1yr,2.05
1316,16,116.71,3696.24,DSL,One year,No,Yes,Yes,Electronic check,2.0,No,1-2yr,3.16
1317,14,24.36,191.8,Fiber optic,One year,Yes,No,Yes,Mailed check,1.0,No,1-2yr,12.7
1318,15,94.09,672.33,Fiber optic,One year,nan,Yes,Yes,Mailed check,2.0,No,1-2yr,13.99
1319,66,119.12,3200.7,DSL,One year,No,No,Yes,Electronic check,7.0,No,4-6yr,3.72
1320,32,133.98,3891.52,DSL,Two year,Yes,No,Yes,Bank transfer,5.0,Yes,2-4yr,3.44
1321,63,64.47,4840.16,Fiber optic,Month-to-month,No,No,Yes,Credit card,6.0,No,4-6yr,1.33
1322,51,126.76,2404.13,Fiber optic,One year,No,No,Yes,Electronic check,5.0,Yes,4-6yr,5.27
1323,25,34.38,5590.36,DSL,Month-to-month,Yes,No,Yes,Credit card,5.0,Yes,2-4yr,0.61
1324,58,130.04,6894.97,No,Month-to-month,Yes,Yes,No,Credit card,2.0,No,4-6yr,1.89
1325,63,36.57,6260.82,No,One year,No,No,Yes,Electronic check,7.0,No,4-6yr,0.58
1326,62,71.65,412.99,No,One year,No,No,No,Bank transfer,6.0,No,4-6yr,17.35
1327,22,123.65,3896.0,No,Two year,No,No,No,Credit card,6.0,Yes,1-2yr,3.17
1328,58,39.49,928.95,Fiber optic,One year,No,No,No,Electronic check,5.0,No,4-6yr,4.25
1329,58,49.8,2012.16,DSL,Two year,Yes,No,No,Mailed check,4.0,No,4-6yr,2.47
1330,49,113.89,7894.63,DSL,One year,Yes,No,Yes,Mailed check,9.0,Yes,4-6yr,1.44
1331,52,113.6,1225.71,Fiber optic,One year,No,No,No,Mailed check,7.0,No,4-6yr,9.27
1332,42,103.35,4041.22,No,Month-to-month,Yes,No,No,Electronic check,4.0,Yes,2-4yr,2.56
1333,70,110.21,4983.43,Fiber optic,Month-to-month,Yes,No,Yes,Mailed check,8.0,No,4-6yr,2.21
1334,15,90.55,5649.47,No,Month-to-month,No,Yes,Yes,Credit card,8.0,No,1-2yr,1.6
1335,54,52.73,4521.22,DSL,One year,nan,No,Yes,Mailed check,0.0,Yes,4-6yr,1.17
1336,60,64.94,177.19,DSL,Month-to-month,No,No,No,Mailed check,5.0,No,4-6yr,36.65
1337,8,43.61,2679.04,DSL,Month-to-month,No,No,No,Credit card,,No,0-1yr,1.63
1338,53,138.1,4189.92,No,Month-to-month,Yes,Yes,Yes,Mailed check,2.0,Yes,4-6yr,3.3
1339,60,95.84,794.15,DSL,Two year,nan,No,Yes,Credit card,6.0,No,4-6yr,12.07
1340,5,72.11,2869.95,DSL,Month-to-month,Yes,No,Yes,Mailed check,6.0,No,0-1yr,2.51
1341,68,80.06,362.3,Fiber optic,One year,nan,nan,Yes,Credit card,1.0,No,4-6yr,22.1
1342,6,143.15,720.77,DSL,Month-to-month,nan,Yes,No,Mailed check,6.0,No,0-1yr,19.86
1343,47,39.94,3235.69,Fiber optic,One year,No,Yes,Yes,Credit card,0.0,No,2-4yr,1.23
1344,55,96.21,1148.45,DSL,Month-to-month,nan,No,Yes,Electronic check,4.0,No,4-6yr,8.38
1345,40,85.77,4583.57,DSL,Month-to-month,No,No,Yes,Credit card,,No,2-4yr,1.87
1346,52,99.49,5546.77,DSL,One year,Yes,No,No,Mailed check,6.0,No,4-6yr,1.79
1347,16,22.35,6424.63,Fiber optic,Month-to-month,No,nan,Yes,Mailed check,6.0,No,1-2yr,0.35
1348,13,133.38,1681.19,Fiber optic,Month-to-month,No,Yes,No,Bank transfer,1.0,No,1-2yr,7.93
1349,30,141.18,1423.11,DSL,Month-to-month,Yes,No,Yes,Credit card,7.0,No,2-4yr,9.92
1350,19,93.47,926.09,Fiber optic,Month-to-month,No,Yes,Yes,Electronic check,2.0,No,1-2yr,10.09
1351,17,110.56,5127.8,Fiber optic,Month-to-month,nan,No,Yes,Credit card,7.0,No,1-2yr,2.16
1352,63,139.92,5681.16,Fiber optic,Month-to-month,Yes,No,Yes,Credit card,2.0,Yes,4-6yr,2.46
1353,19,111.94,349.53,No,Two year,No,No,Yes,Electronic check,9.0,No,1-2yr,32.03
1354,58,39.83,7496.08,DSL,One year,nan,nan,No,Credit card,,No,4-6yr,0.53
1355,55,94.92,510.57,Fiber optic,One year,nan,No,No,Electronic check,1.0,Yes,4-6yr,18.59
1356,62,98.87,4376.24,Fiber optic,Month-to-month,nan,No,No,Electronic check,3.0,Yes,4-6yr,2.26
1357,23,75.14,5701.58,Fiber optic,Two year,No,Yes,Yes,Credit card,5.0,No,1-2yr,1.32
1358,9,115.74,6980.66,No,Month-to-month,nan,No,No,Credit card,8.0,No,0-1yr,1.66
1359,12,141.47,5741.29,DSL,Month-to-month,No,No,Yes,Mailed check,4.0,No,0-1yr,2.46
1360,1,140.32,6433.65,Fiber optic,One year,Yes,Yes,Yes,Mailed check,8.0,No,0-1yr,2.18
1361,58,78.61,2781.66,Fiber optic,Month-to-month,No,No,Yes,Bank transfer,4.0,No,4-6yr,2.83
1362,1,34.72,6537.12,Fiber optic,Month-to-month,No,No,Yes,Bank transfer,9.0,No,0-1yr,0.53
1363,34,148.03,732.91,DSL,One year,Yes,No,No,Credit card,7.0,Yes,2-4yr,20.2
1364,48,129.06,7169.05,No,Two year,No,No,Yes,Electronic check,0.0,Yes,2-4yr,1.8
1365,1,36.21,4425.98,Fiber optic,One year,No,No,Yes,Bank transfer,6.0,No,0-1yr,0.82
1366,16,139.71,6556.65,Fiber optic,Two year,Yes,Yes,No,Credit card,3.0,No,1-2yr,2.13
1367,61,133.09,3673.31,Fiber optic,Two year,No,Yes,Yes,Bank transfer,4.0,Yes,4-6yr,3.62
1368,64,87.45,5184.26,No,Month-to-month,No,No,Yes,Electronic check,5.0,No,4-6yr,1.69
1369,63,96.87,4258.58,Fiber optic,Month-to-month,No,No,Yes,Credit card,4.0,Yes,4-6yr,2.27
1370,69,71.87,5879.56,No,Month-to-month,Yes,Yes,No,Electronic check,0.0,No,4-6yr,1.22
1371,22,27.12,744.88,DSL,One year,Yes,No,No,Credit card,8.0,No,1-2yr,3.64
1372,67,63.58,576.78,Fiber optic,One year,No,No,Yes,Bank transfer,1.0,No,4-6yr,11.02
1373,26,,2052.12,Fiber optic,Two year,nan,No,Yes,Mailed check,8.0,No,2-4yr,6.06
1374,16,20.6,1360.4,Fiber optic,Two year,Yes,Yes,Yes,Bank transfer,9.0,No,1-2yr,1.51
1375,51,63.35,6987.09,DSL,One year,No,No,No,Bank transfer,1.0,No,4-6yr,0.91
1376,57,71.76,1831.79,No,Month-to-month,Yes,No,Yes,Mailed check,8.0,No,4-6yr,3.92
1377,29,89.86,7809.34,DSL,Two year,No,No,Yes,Mailed check,5.0,No,2-4yr,1.15
1378,69,139.58,2761.48,DSL,Two year,No,No,Yes,Credit card,8.0,No,4-6yr,5.05
1379,47,65.02,1538.73,Fiber optic,Two year,No,No,Yes,Credit card,5.0,No,2-4yr,4.23
1380,62,,6338.62,No,Month-to-month,Yes,No,Yes,Electronic check,5.0,No,4-6yr,1.03
1381,69,115.88,5303.79,No,One year,No,Yes,No,Electronic check,1.0,No,4-6yr,2.18
1382,16,78.79,4035.75,Fiber optic,Month-to-month,Yes,No,Yes,Bank transfer,7.0,Yes,1-2yr,1.95
1383,48,,4487.37,No,Month-to-month,No,No,Yes,Mailed check,2.0,Yes,2-4yr,1.1
1384,39,78.82,5781.69,DSL,Month-to-month,No,No,No,Electronic check,6.0,No,2-4yr,1.36
1385,33,38.31,1904.79,DSL,One year,Yes,Yes,No,Bank transfer,4.0,No,2-4yr,2.01
1386,23,42.93,7971.04,DSL,One year,Yes,Yes,Yes,Mailed check,2.0,No,1-2yr,0.54
1387,10,84.79,7800.87,No,Month-to-month,No,No,Yes,Credit card,0.0,Yes,0-1yr,1.09
1388,69,74.46,5237.57,DSL,Month-to-month,nan,No,Yes,Bank transfer,7.0,No,4-6yr,1.42
1389,34,138.93,1676.39,Fiber optic,One year,nan,nan,No,Credit card,2.0,No,2-4yr,8.29
1390,52,67.11,5473.8,Fiber optic,Month-to-month,Yes,No,Yes,Electronic check,,No,4-6yr,1.23
1391,10,95.48,670.37,No,Month-to-month,No,No,No,Electronic check,0.0,No,0-1yr,14.24
1392,19,102.19,342.15,Fiber optic,One year,No,No,No,Mailed check,3.0,No,1-2yr,29.87
1393,58,21.7,2135.69,Fiber optic,Two year,No,No,Yes,Bank transfer,7.0,No,4-6yr,1.02
1394,1,106.26,3754.72,DSL,Month-to-month,No,No,Yes,Credit card,2.0,No,0-1yr,2.83
1395,69,,6959.35,DSL,Month-to-month,nan,No,Yes,Mailed check,0.0,No,4-6yr,0.62
1396,4,144.94,5844.64,DSL,Month-to-month,nan,Yes,Yes,Electronic check,3.0,No,0-1yr,2.48
1397,16,39.33,5967.38,No,Two year,No,No,Yes,Electronic check,8.0,No,1-2yr,0.66
1398,24,73.9,3461.4,Fiber optic,One year,No,No,No,Bank transfer,0.0,No,1-2yr,2.13
1399,2,31.1,2832.89,Fiber optic,One year,No,No,No,Credit card,1.0,Yes,0-1yr,1.1
1400,32,149.59,3031.21,Fiber optic,Month-to-month,Yes,Yes,Yes,Bank transfer,8.0,Yes,2-4yr,4.93
1401,24,85.29,7902.43,No,One year,No,No,No,Credit card,1.0,No,1-2yr,1.08
1402,12,97.4,416.86,DSL,Month-to-month,No,Yes,Yes,Credit card,2.0,No,0-1yr,23.37
1403,50,28.72,6949.55,Fiber optic,One year,No,Yes,Yes,Bank transfer,6.0,No,4-6yr,0.41
1404,35,117.49,4671.54,No,Two year,Yes,No,Yes,Mailed check,2.0,Yes,2-4yr,2.52
1405,33,47.29,3565.06,No,One year,Yes,nan,No,Bank transfer,8.0,No,2-4yr,1.33
1406,33,136.75,5829.54,No,Two year,nan,No,No,Bank transfer,5.0,No,2-4yr,2.35
1407,61,46.67,3944.68,No,Two year,Yes,Yes,No,Electronic check,2.0,Yes,4-6yr,1.18
1408,51,44.79,7000.04,Fiber optic,Month-to-month,No,Yes,Yes,Electronic check,8.0,No,4-6yr,0.64
1409,43,24.75,7215.54,No,Two year,Yes,No,Yes,Bank transfer,0.0,Yes,2-4yr,0.34
1410,12,81.37,3431.6,DSL,Month-to-month,Yes,No,Yes,Bank transfer,9.0,No,0-1yr,2.37
1411,67,93.43,2286.94,No,One year,Yes,No,Yes,Electronic check,2.0,No,4-6yr,4.09
1412,65,28.54,4779.57,DSL,Month-to-month,Yes,No,No,Credit card,0.0,No,4-6yr,0.6
1413,33,120.82,7307.67,No,Month-to-month,No,No,No,Bank transfer,1.0,No,2-4yr,1.65
1414,40,78.93,1764.23,DSL,One year,Yes,No,No,Mailed check,7.0,No,2-4yr,4.47
1415,43,88.17,5021.44,Fiber optic,Month-to-month,nan,No,Yes,Mailed check,6.0,No,2-4yr,1.76
1416,44,77.3,5089.33,DSL,One year,No,No,Yes,Mailed check,1.0,Yes,2-4yr,1.52
1417,29,72.1,5891.59,No,One year,No,nan,Yes,Bank transfer,1.0,Yes,2-4yr,1.22
1418,13,92.75,1139.38,No,Month-to-month,No,No,Yes,Credit card,8.0,No,1-2yr,8.14
1419,12,40.18,5755.02,Fiber optic,Month-to-month,No,No,Yes,Credit card,5.0,No,0-1yr,0.7
1420,46,43.65,7281.36,Fiber optic,One year,No,No,No,Electronic check,4.0,No,2-4yr,0.6
1421,2,132.03,1519.5,Fiber optic,Month-to-month,Yes,Yes,No,Bank transfer,9.0,No,0-1yr,8.69
1422,35,143.0,,DSL,Two year,No,No,Yes,Credit card,5.0,No,2-4yr,7.23
1423,8,68.53,7774.02,No,One year,No,Yes,Yes,Bank transfer,8.0,No,0-1yr,0.88
1424,26,55.2,1529.72,Fiber optic,Two year,nan,No,Yes,Electronic check,6.0,No,2-4yr,3.61
1425,34,103.72,,DSL,One year,No,No,Yes,Electronic check,9.0,No,2-4yr,1.51
1426,7,73.14,3989.0,No,One year,No,No,No,Electronic check,9.0,Yes,0-1yr,1.83
1427,68,23.3,,DSL,One year,No,No,Yes,Mailed check,8.0,No,4-6yr,1.13
1428,58,40.3,6978.92,DSL,Month-to-month,No,No,Yes,Bank transfer,3.0,Yes,4-6yr,0.58
1429,29,113.08,3617.91,DSL,Month-to-month,No,No,Yes,Electronic check,1.0,Yes,2-4yr,3.13
1430,36,105.66,4167.06,DSL,Two year,Yes,Yes,No,Bank transfer,7.0,No,2-4yr,2.54
1431,21,23.52,2937.94,Fiber optic,One year,No,Yes,Yes,Mailed check,3.0,No,1-2yr,0.8
1432,36,48.86,4784.31,DSL,Two year,Yes,No,Yes,Mailed check,8.0,Yes,2-4yr,1.02
1433,10,50.04,1391.84,DSL,Two year,No,No,Yes,Electronic check,3.0,No,0-1yr,3.6
1434,24,107.35,3189.54,No,Two year,No,No,No,Electronic check,7.0,No,1-2yr,3.37
1435,64,22.56,7758.36,DSL,Two year,Yes,Yes,No,Credit card,8.0,No,4-6yr,0.29
1436,49,33.53,2139.25,No,One year,Yes,No,Yes,Bank transfer,8.0,Yes,4-6yr,1.57
1437,36,123.99,5288.22,Fiber optic,Month-to-month,Yes,Yes,No,Electronic check,9.0,Yes,2-4yr,2.34
1438,24,43.21,2669.0,DSL,One year,nan,No,No,Credit card,3.0,No,1-2yr,1.62
1439,23,104.86,6210.44,Fiber optic,Month-to-month,No,Yes,No,Bank transfer,0.0,No,1-2yr,1.69
1440,62,50.96,1133.9,Fiber optic,One year,No,No,No,Electronic check,2.0,No,4-6yr,4.49
1441,37,32.93,7761.59,DSL,Two year,No,Yes,No,Credit card,8.0,No,2-4yr,0.42
1442,12,51.61,3684.94,No,One year,No,No,Yes,Credit card,3.0,Yes,0-1yr,1.4
1443,55,,1964.8,Fiber optic,Month-to-month,No,No,No,Bank transfer,4.0,Yes,4-6yr,5.8
1444,13,131.24,680.62,DSL,Month-to-month,No,No,Yes,Credit card,6.0,No,1-2yr,19.28
1445,23,127.93,1441.09,No,One year,No,No,No,Bank transfer,4.0,Yes,1-2yr,8.88
1446,30,71.63,4206.21,Fiber optic,Month-to-month,No,No,Yes,Bank transfer,3.0,No,2-4yr,1.7
1447,17,106.85,2762.33,DSL,Two year,Yes,nan,No,Bank transfer,1.0,No,1-2yr,3.87
1448,62,46.65,6648.18,DSL,Month-to-month,No,nan,No,Mailed check,1.0,Yes,4-6yr,0.7
1449,13,58.11,3504.01,DSL,Month-to-month,No,No,Yes,Credit card,3.0,Yes,1-2yr,1.66
1450,59,136.52,2064.84,Fiber optic,Month-to-month,Yes,No,No,Bank transfer,9.0,No,4-6yr,6.61
1451,19,21.69,4975.45,Fiber optic,One year,No,Yes,Yes,Electronic check,9.0,No,1-2yr,0.44
1452,49,31.12,5683.54,No,One year,Yes,No,No,Mailed check,8.0,Yes,4-6yr,0.55
1453,12,47.03,1419.63,DSL,Month-to-month,Yes,Yes,Yes,Mailed check,7.0,No,0-1yr,3.31
1454,61,23.45,1424.19,Fiber optic,Month-to-month,No,Yes,Yes,Credit card,2.0,No,4-6yr,1.65
1455,19,43.59,389.7,No,One year,Yes,nan,No,Bank transfer,8.0,Yes,1-2yr,11.19
1456,9,95.8,5917.58,Fiber optic,Month-to-month,No,No,Yes,Credit card,4.0,No,0-1yr,1.62
1457,71,74.79,5344.06,DSL,One year,No,No,No,Mailed check,2.0,No,4-6yr,1.4
1458,28,136.05,3849.58,Fiber optic,One year,Yes,No,Yes,Bank transfer,4.0,No,2-4yr,3.53
1459,52,126.27,6768.95,No,Month-to-month,nan,No,Yes,Electronic check,9.0,No,4-6yr,1.87
1460,16,64.44,6464.79,Fiber optic,Month-to-month,Yes,nan,Yes,Bank transfer,3.0,No,1-2yr,1.0
1461,69,53.73,4724.3,Fiber optic,Two year,No,Yes,Yes,Mailed check,7.0,No,4-6yr,1.14
1462,12,69.36,6959.34,Fiber optic,One year,No,Yes,Yes,Electronic check,4.0,Yes,0-1yr,1.0
1463,25,96.74,1726.15,Fiber optic,One year,Yes,No,Yes,Bank transfer,9.0,Yes,2-4yr,5.6
1464,52,54.85,984.16,No,Month-to-month,Yes,Yes,Yes,Electronic check,7.0,No,4-6yr,5.57
1465,53,101.14,2231.02,No,One year,No,Yes,Yes,Electronic check,8.0,No,4-6yr,4.53
1466,23,73.22,550.99,Fiber optic,Month-to-month,nan,No,No,Mailed check,3.0,No,1-2yr,13.29
1467,16,91.77,4296.24,DSL,One year,Yes,No,No,Electronic check,6.0,No,1-2yr,2.14
1468,57,76.7,7499.18,DSL,Two year,No,No,Yes,Credit card,1.0,No,4-6yr,1.02
1469,39,58.28,410.81,No,Month-to-month,No,No,No,Mailed check,5.0,No,2-4yr,14.19
1470,53,,1064.67,DSL,Month-to-month,No,No,Yes,Credit card,7.0,No,4-6yr,13.46
1471,42,119.27,3672.37,Fiber optic,Month-to-month,No,Yes,No,Electronic check,6.0,No,2-4yr,3.25
1472,58,38.21,7477.61,DSL,Month-to-month,No,Yes,No,Credit card,6.0,Yes,4-6yr,0.51
1473,39,132.9,2597.63,DSL,Month-to-month,No,No,No,Bank transfer,7.0,Yes,2-4yr,5.12
1474,14,83.37,4107.15,Fiber optic,Month-to-month,No,No,Yes,Electronic check,6.0,No,1-2yr,2.03
1475,5,136.29,428.43,DSL,Two year,No,No,No,Bank transfer,4.0,Yes,0-1yr,31.81
1476,35,123.98,1271.91,Fiber optic,One year,Yes,Yes,Yes,Credit card,6.0,No,2-4yr,9.75
1477,18,75.28,7894.38,No,Month-to-month,No,No,No,Bank transfer,9.0,No,1-2yr,0.95
1478,9,,7724.44,Fiber optic,Two year,nan,No,Yes,Electronic check,2.0,No,0-1yr,0.3
1479,58,54.93,139.03,DSL,Month-to-month,No,No,No,Bank transfer,4.0,Yes,4-6yr,39.51
1480,17,90.41,7619.31,DSL,Two year,nan,No,No,Credit card,6.0,No,1-2yr,1.19
1481,7,102.35,5149.05,DSL,Month-to-month,No,No,No,Credit card,8.0,No,0-1yr,1.99
1482,46,53.53,6956.55,Fiber optic,Two year,No,No,Yes,Credit card,1.0,No,2-4yr,0.77
1483,13,38.12,3692.44,DSL,One year,No,No,No,Electronic check,3.0,No,1-2yr,1.03
1484,40,128.54,4173.21,DSL,Two year,No,nan,Yes,Credit card,6.0,No,2-4yr,3.08
1485,42,147.97,3961.89,DSL,Two year,Yes,No,No,Electronic check,0.0,No,2-4yr,3.73
1486,9,88.34,5368.23,DSL,Month-to-month,No,No,Yes,Bank transfer,1.0,No,0-1yr,1.65
1487,50,42.32,1203.24,DSL,Two year,No,No,Yes,Credit card,8.0,Yes,4-6yr,3.52
1488,27,55.4,336.79,No,Month-to-month,Yes,No,Yes,Bank transfer,9.0,Yes,2-4yr,16.45
1489,66,22.39,2532.65,Fiber optic,Month-to-month,No,Yes,Yes,Mailed check,6.0,No,4-6yr,0.88
1490,5,138.86,5666.98,No,Month-to-month,No,No,Yes,Bank transfer,9.0,No,0-1yr,2.45
1491,29,35.31,1694.64,DSL,One year,nan,nan,Yes,Mailed check,6.0,No,2-4yr,2.08
1492,37,94.95,5420.12,Fiber optic,Month-to-month,Yes,nan,Yes,Bank transfer,5.0,No,2-4yr,1.75
1493,38,55.63,7762.31,Fiber optic,One year,Yes,No,No,Electronic check,2.0,No,2-4yr,0.72
1494,8,92.04,841.82,Fiber optic,One year,No,No,No,Bank transfer,9.0,No,0-1yr,10.93
1495,65,104.68,5413.56,No,Two year,Yes,Yes,Yes,Electronic check,2.0,No,4-6yr,1.93
1496,17,127.87,3605.63,DSL,Two year,No,nan,Yes,Electronic check,1.0,No,1-2yr,3.55
1497,71,46.83,6958.32,No,One year,No,nan,Yes,Credit card,5.0,No,4-6yr,0.67
1498,45,21.43,1499.48,DSL,Month-to-month,Yes,No,Yes,Electronic check,3.0,No,2-4yr,1.43
1499,4,37.8,5571.75,DSL,Month-to-month,No,No,No,Mailed check,4.0,No,0-1yr,0.68
1500,36,137.0,6721.11,Fiber optic,Month-to-month,No,No,No,Credit card,2.0,Yes,2-4yr,2.04
