ProductID,ProductName,Category,Price,StockQuantity,SupplierID,WarrantyMonths,Rating
2476,Product_2476,Accessories,49651.76,460,13,12,4.4
2477,Product_2477,Home Appliances,4152.93,132,9,36,3.4
2478,Product_2478,Accessories,27915.79,399,36,12,2.6
2479,Product_2479,Electronics,48480.48,18,22,6,4.6
2480,Product_2480,Wearables,26393.34,271,42,12,4.6
2481,Product_2481,Audio,31655.23,82,26,24,3.4
2482,Product_2482,Smart Devices,34939.56,368,12,24,2.2
2483,Product_2483,Audio,22999.78,232,17,12,3.2
2484,Product_2484,Accessories,31564.12,425,14,12,4.4
2485,Product_2485,Home Appliances,29423.56,50,14,12,4.7
2486,Product_2486,Home Appliances,45107.32,379,34,36,2.6
2487,Product_2487,Home Appliances,2749.6,213,20,12,2.2
2488,Product_2488,Home Appliances,14407.68,273,11,6,4.6
2489,Product_2489,Smart Devices,47545.37,337,16,36,3.2
2490,Product_2490,Electronics,44568.06,187,31,36,3.6
2491,Product_2491,Home Appliances,23055.01,357,6,12,4.9
2492,Product_2492,Accessories,31196.56,327,19,6,2.2
2493,Product_2493,Wearables,14230.37,93,37,36,3.9
2494,Product_2494,Smart Devices,9812,327,4,24,2.2
2495,Product_2495,Accessories,23453.07,120,47,36,3.1
2496,Product_2496,Accessories,17990.94,260,4,12,4.4
2497,Product_2497,Home Appliances,29390.98,392,20,6,3.3
2498,Product_2498,Wearables,4347.86,16,10,12,5
2499,Product_2499,Home Appliances,48732.54,468,24,24,3.7
2500,Product_2500,Accessories,49317.43,93,35,24,3
2501,Product_2501,Electronics,35059,217,26,24,2.7
2502,Product_2502,Smart Devices,27036.77,397,37,12,3.1
2503,Product_2503,Electronics,15821.62,399,38,36,3.1
2504,Product_2504,Smart Devices,40782.85,323,21,12,2.2
2505,Product_2505,Home Appliances,34394.19,31,40,6,3.1
2506,Product_2506,Home Appliances,8549.54,419,39,36,3.4
2507,Product_2507,Smart Devices,45590.9,392,21,24,4.2
2508,Product_2508,Wearables,41215.59,12,10,12,4
2509,Product_2509,Wearables,47515.1,136,38,24,4.1
2510,Product_2510,Home Appliances,36423.12,306,46,24,2
2511,Product_2511,Home Appliances,30864.05,197,4,6,2.7
2512,Product_2512,Electronics,21203.03,371,45,36,4
2513,Product_2513,Accessories,46670.06,23,20,6,3.5
2514,Product_2514,Home Appliances,43370.16,468,17,6,2
2515,Product_2515,Smart Devices,2738.32,475,7,6,4.4
2516,Product_2516,Wearables,1805.17,21,4,24,4.3
2517,Product_2517,Wearables,19134.94,96,29,6,3.6
2518,Product_2518,Electronics,40622.39,21,14,6,2.2
2519,Product_2519,Wearables,49370.17,406,3,36,4.3
2520,Product_2520,Wearables,7945.64,34,24,36,3.8
2521,Product_2521,Accessories,29909.47,310,37,6,4.3
2522,Product_2522,Audio,19354.1,252,16,36,4.3
2523,Product_2523,Smart Devices,48510.76,131,4,36,4.4
2524,Product_2524,Accessories,42184.89,156,24,6,3.6
2525,Product_2525,Audio,41997.27,64,34,24,2.4
2526,Product_2526,Wearables,23700.31,247,30,6,4
2527,Product_2527,Electronics,21033.57,365,18,36,3.9
2528,Product_2528,Electronics,14033.65,182,19,24,4.2
2529,Product_2529,Wearables,3290.59,401,31,12,2.5
2530,Product_2530,Home Appliances,43303.76,230,19,24,2.6
2531,Product_2531,Audio,40738.6,128,49,36,4.7
2532,Product_2532,Wearables,49986.02,318,46,24,4.2
2533,Product_2533,Electronics,49833.52,192,19,6,4.7
2534,Product_2534,Electronics,27993.87,297,22,12,4.3
2535,Product_2535,Audio,38564.88,316,24,12,3.8
2536,Product_2536,Smart Devices,47265.9,309,45,12,4
2537,Product_2537,Wearables,42557.55,91,12,36,4.7
2538,Product_2538,Accessories,12743.73,463,30,36,3.7
2539,Product_2539,Wearables,22801.93,411,38,12,3.9
2540,Product_2540,Smart Devices,6893.39,220,31,24,2.5
2541,Product_2541,Audio,47725.53,159,36,12,3.4
2542,Product_2542,Audio,30505.64,46,19,24,4.1
2543,Product_2543,Electronics,11817.82,361,48,24,2.8
2544,Product_2544,Smart Devices,33749.18,321,45,36,2.6
2545,Product_2545,Audio,31097.35,370,36,24,2.9
2546,Product_2546,Home Appliances,18229.05,68,30,12,2.7
2547,Product_2547,Wearables,6121.1,140,49,36,2.6
2548,Product_2548,Electronics,33742.87,421,33,6,3.3
2549,Product_2549,Accessories,26255.23,211,18,6,4.7
2550,Product_2550,Smart Devices,38729.76,252,49,36,3.5
2551,Product_2551,Electronics,26248.09,44,28,12,2.6
2552,Product_2552,Audio,42682.98,454,47,6,2.2
2553,Product_2553,Audio,27819.39,102,11,6,4.1
2554,Product_2554,Accessories,28266.43,447,45,24,3.1
2555,Product_2555,Accessories,43894.35,456,33,24,4.5
2556,Product_2556,Accessories,20472.4,216,17,12,4
2557,Product_2557,Accessories,7133.75,362,6,36,4.4
2558,Product_2558,Accessories,1924.74,400,4,12,2.8
2559,Product_2559,Home Appliances,37879.29,341,20,36,4.1
2560,Product_2560,Wearables,31205.32,314,48,6,2.8
2561,Product_2561,Smart Devices,35351.95,359,47,24,4.8
2562,Product_2562,Electronics,11041.73,222,27,12,3.9
2563,Product_2563,Accessories,7250.39,168,15,12,3
2564,Product_2564,Wearables,1219.96,451,6,36,2.8
2565,Product_2565,Audio,17854.08,454,47,36,2.6
2566,Product_2566,Wearables,29700.93,33,14,12,4.1
2567,Product_2567,Accessories,19916.08,413,11,36,2.7
2568,Product_2568,Electronics,22155.01,302,39,12,3.8
2569,Product_2569,Accessories,45255.86,13,9,12,2.8
2570,Product_2570,Wearables,17738.65,229,26,12,4
2571,Product_2571,Audio,25942.48,373,16,6,4.4
2572,Product_2572,Wearables,39290.82,391,5,36,4.3
2573,Product_2573,Accessories,20128.87,29,10,24,4.3
2574,Product_2574,Smart Devices,31293.29,453,50,24,2.6
2575,Product_2575,Wearables,43187,161,3,36,2.3
2576,Product_2576,Smart Devices,47501.27,59,13,12,4.1
2577,Product_2577,Accessories,7780.14,186,43,24,3.1
2578,Product_2578,Wearables,46366.09,444,49,24,3.3
2579,Product_2579,Audio,24859.76,105,30,36,2.1
2580,Product_2580,Home Appliances,13283.1,114,45,24,2.8
2581,Product_2581,Home Appliances,23227.22,429,6,12,2.1
2582,Product_2582,Smart Devices,49011.61,259,17,36,4.6
2583,Product_2583,Accessories,24884.6,126,45,12,2.7
2584,Product_2584,Smart Devices,16773.2,363,19,24,3.7
2585,Product_2585,Accessories,31853.34,237,42,24,2.1
2586,Product_2586,Accessories,12387.21,75,35,12,4
2587,Product_2587,Home Appliances,4255.23,344,46,6,3
2588,Product_2588,Audio,6879.55,427,26,24,4.7
2589,Product_2589,Audio,6838.27,429,5,6,4.7
2590,Product_2590,Wearables,8019.18,271,29,24,3
2591,Product_2591,Smart Devices,7371.95,304,37,6,4.7
2592,Product_2592,Audio,32223.3,435,20,6,5
2593,Product_2593,Electronics,9503.06,252,49,6,4.5
2594,Product_2594,Wearables,17610.53,380,21,12,4.5
2595,Product_2595,Wearables,44891.03,195,10,6,2.7
2596,Product_2596,Home Appliances,23961.1,255,5,6,3.7
2597,Product_2597,Smart Devices,33544.11,134,36,6,2.2
2598,Product_2598,Audio,9029.83,277,6,24,2.3
2599,Product_2599,Audio,10018.31,140,26,6,5
2600,Product_2600,Accessories,2523,246,4,24,3
2601,Product_2601,Wearables,8862.29,27,39,6,4.2
2602,Product_2602,Smart Devices,14290.22,49,39,6,4.4
2603,Product_2603,Smart Devices,9262.02,30,50,12,4.6
2604,Product_2604,Smart Devices,4890.78,408,35,24,5
2605,Product_2605,Accessories,6471.48,234,1,6,2.7
2606,Product_2606,Home Appliances,23308.55,364,24,24,2.1
2607,Product_2607,Audio,10713.52,291,36,24,3.2
2608,Product_2608,Smart Devices,18531.36,17,6,36,2.4
2609,Product_2609,Accessories,25419.15,109,41,12,2.1
2610,Product_2610,Home Appliances,34674.54,249,46,12,3.1
2611,Product_2611,Accessories,2445.95,487,44,12,4.4
2612,Product_2612,Electronics,40070.81,96,31,36,3.7
2613,Product_2613,Wearables,31581.07,307,20,36,2.9
2614,Product_2614,Audio,4547.07,437,24,12,4
2615,Product_2615,Accessories,43742.14,23,25,36,2.7
2616,Product_2616,Accessories,46083.18,343,36,36,2
2617,Product_2617,Audio,3523.36,11,21,36,4.3
2618,Product_2618,Wearables,14205.44,384,30,12,3.9
2619,Product_2619,Electronics,40406.96,302,24,12,4.3
2620,Product_2620,Home Appliances,37538.85,334,44,12,2.1
2621,Product_2621,Accessories,9633.79,431,42,36,4.5
2622,Product_2622,Wearables,10862.79,50,30,12,3.9
2623,Product_2623,Home Appliances,18838.37,327,22,36,3.7
2624,Product_2624,Home Appliances,24483.89,325,28,6,3.9
2625,Product_2625,Home Appliances,31103.61,390,7,36,4.6
2626,Product_2626,Electronics,18761.23,120,35,24,3.8
2627,Product_2627,Electronics,23395.47,23,28,12,3.7
2628,Product_2628,Home Appliances,37499.81,240,14,12,5
2629,Product_2629,Smart Devices,2315.82,482,10,24,4.3
2630,Product_2630,Audio,12995.63,93,16,36,3.3
2631,Product_2631,Electronics,35810.8,139,16,6,4.1
2632,Product_2632,Smart Devices,44812.74,240,31,24,3.2
2633,Product_2633,Smart Devices,25828.03,335,42,24,2.7
2634,Product_2634,Accessories,26839.62,154,25,36,3.8
2635,Product_2635,Audio,5805.01,388,13,12,4.8
2636,Product_2636,Home Appliances,22646.91,354,6,36,4.8
2637,Product_2637,Accessories,26864.55,37,44,24,3
2638,Product_2638,Accessories,12502.29,75,9,24,3.6
2639,Product_2639,Smart Devices,13827.54,172,45,12,2.6
2640,Product_2640,Smart Devices,19175.57,238,36,12,5
2641,Product_2641,Smart Devices,1493.52,270,43,12,4.9
2642,Product_2642,Home Appliances,16442.92,458,20,36,3.9
2643,Product_2643,Home Appliances,10966.68,433,18,12,4.4
2644,Product_2644,Accessories,16711.12,469,43,24,4.1
2645,Product_2645,Accessories,6428.23,449,21,24,3.8
2646,Product_2646,Electronics,44581.1,173,4,6,2.2
2647,Product_2647,Electronics,29882.83,310,50,36,3.4
2648,Product_2648,Smart Devices,34115.56,416,33,6,4
2649,Product_2649,Home Appliances,39563.98,312,27,24,4
2650,Product_2650,Home Appliances,25172.89,296,7,6,3.1
2651,Product_2651,Accessories,4802.55,404,6,24,4.8
2652,Product_2652,Audio,27086.77,19,15,6,2.5
2653,Product_2653,Smart Devices,29548.64,204,18,12,3.5
2654,Product_2654,Electronics,37399.25,127,32,6,4.1
2655,Product_2655,Audio,21867.15,279,11,12,4.1
2656,Product_2656,Home Appliances,6815.22,89,20,12,3.9
2657,Product_2657,Electronics,14546.91,467,24,36,2.8
2658,Product_2658,Smart Devices,18472.57,102,15,12,2.5
2659,Product_2659,Home Appliances,32472.9,275,48,12,3.9
2660,Product_2660,Smart Devices,28753.53,341,7,6,3.8
2661,Product_2661,Accessories,18126.79,359,21,24,2.5
2662,Product_2662,Audio,49332.5,370,42,36,4.1
2663,Product_2663,Audio,30485.85,266,26,12,3.4
2664,Product_2664,Audio,12242.73,142,44,36,4
2665,Product_2665,Wearables,5538.23,285,14,6,4.5
2666,Product_2666,Smart Devices,8066.53,273,37,12,2.5
2667,Product_2667,Audio,12674.91,180,21,6,2.1
2668,Product_2668,Accessories,8453.73,469,18,36,4.3
2669,Product_2669,Audio,9735.07,10,5,6,3.8
2670,Product_2670,Smart Devices,14612.21,322,3,36,4.1
2671,Product_2671,Audio,9081.99,73,23,6,4.5
2672,Product_2672,Smart Devices,44889.89,383,26,36,4.4
2673,Product_2673,Home Appliances,4471.57,477,37,24,4.9
2674,Product_2674,Accessories,26463.31,293,24,6,3.6
2675,Product_2675,Smart Devices,20814.64,130,49,6,3.5
2676,Product_2676,Smart Devices,49127.74,116,19,24,3.2
2677,Product_2677,Wearables,6045.93,430,25,24,2.5
2678,Product_2678,Home Appliances,20193.85,184,21,6,3.7
2679,Product_2679,Accessories,48488.79,494,12,24,2.8
2680,Product_2680,Wearables,43342.6,213,41,12,4.8
2681,Product_2681,Audio,40945.07,174,33,36,3.7
2682,Product_2682,Smart Devices,13266.19,314,50,36,3.8
2683,Product_2683,Accessories,8958.94,129,4,36,3.1
2684,Product_2684,Home Appliances,33597.84,53,42,12,2.2
2685,Product_2685,Wearables,46504.11,321,7,24,2.1
2686,Product_2686,Smart Devices,28059.76,165,22,24,3.3
2687,Product_2687,Electronics,28794.83,376,33,6,2.3
2688,Product_2688,Accessories,14358.97,216,17,24,3.8
2689,Product_2689,Wearables,38589.9,399,24,6,4.6
2690,Product_2690,Home Appliances,9758.67,117,34,12,4.6
2691,Product_2691,Wearables,16522.12,260,28,36,4
2692,Product_2692,Wearables,21559.1,454,43,36,2.6
2693,Product_2693,Wearables,25626.71,413,41,36,4.6
2694,Product_2694,Audio,12499.28,379,39,24,4.7
2695,Product_2695,Electronics,6184.42,343,22,6,2.6
2696,Product_2696,Home Appliances,30725.69,139,49,6,4.2
2697,Product_2697,Home Appliances,14787.21,466,17,12,2.9
2698,Product_2698,Home Appliances,29271.29,302,34,24,4.4
2699,Product_2699,Smart Devices,8140.95,29,6,12,5
2700,Product_2700,Accessories,24316.44,291,46,6,2.1
2701,Product_2701,Home Appliances,26863.18,294,6,6,4.7
2702,Product_2702,Accessories,3065.27,10,34,36,3.9
2703,Product_2703,Home Appliances,17161.91,128,1,24,4.9
2704,Product_2704,Electronics,7153.53,44,10,6,3.4
2705,Product_2705,Smart Devices,3637.06,207,21,36,4.5
2706,Product_2706,Smart Devices,49503.03,494,5,24,2.2
2707,Product_2707,Wearables,16456.52,254,2,12,3
2708,Product_2708,Audio,40588.79,68,22,24,2.2
2709,Product_2709,Smart Devices,13104.71,334,48,24,4.9
2710,Product_2710,Smart Devices,34234.38,170,2,6,4.5
2711,Product_2711,Electronics,38131.28,188,10,6,4.6
2712,Product_2712,Home Appliances,29984.12,215,34,24,4.8
2713,Product_2713,Smart Devices,23843.02,21,16,6,2.3
2714,Product_2714,Smart Devices,20886.13,499,48,6,3.2
2715,Product_2715,Audio,17768.98,285,39,6,2.2
2716,Product_2716,Accessories,46511.69,190,22,36,2.6
2717,Product_2717,Electronics,41615.66,251,12,36,2.7
2718,Product_2718,Audio,48268.83,225,24,24,3.4
2719,Product_2719,Smart Devices,6652.71,260,47,6,2.8
2720,Product_2720,Smart Devices,36677.94,308,40,36,2.3
2721,Product_2721,Electronics,46947.85,135,38,24,2.5
2722,Product_2722,Wearables,9471.04,491,10,6,2.4
2723,Product_2723,Wearables,3791.57,226,35,12,4.9
2724,Product_2724,Smart Devices,37185.47,315,49,6,4.3
2725,Product_2725,Smart Devices,28936.42,294,32,6,4.9
2726,Product_2726,Audio,42170.52,194,7,36,3.3
2727,Product_2727,Accessories,7418.73,48,21,24,2.8
2728,Product_2728,Accessories,39865.73,232,20,24,4.4
2729,Product_2729,Audio,10480.55,193,26,36,3
2730,Product_2730,Audio,8600.97,436,4,6,2.9
2731,Product_2731,Home Appliances,8631.16,187,46,12,2.7
2732,Product_2732,Smart Devices,40821.45,416,22,6,2.4
2733,Product_2733,Home Appliances,33427.26,437,15,6,2.8
2734,Product_2734,Wearables,26391.74,303,40,12,3.1
2735,Product_2735,Smart Devices,18262.11,349,21,36,4
2736,Product_2736,Smart Devices,43921.43,160,15,24,2.2
2737,Product_2737,Electronics,19926.03,393,22,36,2.6
2738,Product_2738,Smart Devices,40921.67,135,28,36,4.4
2739,Product_2739,Wearables,22237.18,310,14,6,2.4
2740,Product_2740,Accessories,19158.75,317,27,24,3
2741,Product_2741,Accessories,23402.65,345,41,24,4.6
2742,Product_2742,Smart Devices,15418.2,443,40,36,2.5
2743,Product_2743,Accessories,37506.66,243,28,12,2.2
2744,Product_2744,Home Appliances,25384.66,389,26,36,3.5
2745,Product_2745,Smart Devices,11994.53,384,49,12,2.9
2746,Product_2746,Home Appliances,45028.94,17,2,24,3.7
2747,Product_2747,Audio,19502.62,350,25,36,4.4
2748,Product_2748,Audio,27405.87,138,3,6,2.4
2749,Product_2749,Electronics,45370.37,273,8,36,3.7
2750,Product_2750,Smart Devices,31399.78,166,44,24,3.5
2751,Product_2751,Audio,6286.45,361,33,6,2.4
2752,Product_2752,Audio,47021.69,367,42,6,3.9
2753,Product_2753,Accessories,31571.55,14,35,12,2.8
2754,Product_2754,Electronics,17077.83,95,6,6,3.5
2755,Product_2755,Electronics,7393.97,184,39,6,2.2
2756,Product_2756,Accessories,39804.25,299,23,36,3.4
2757,Product_2757,Smart Devices,31193.6,202,25,24,2.9
2758,Product_2758,Home Appliances,26906.32,320,50,12,4.5
2759,Product_2759,Smart Devices,44747.68,128,43,36,2.2
2760,Product_2760,Home Appliances,39535.56,227,19,6,3.3
2761,Product_2761,Electronics,8007.91,436,5,6,3.4
2762,Product_2762,Wearables,15930.24,467,11,12,4.2
2763,Product_2763,Smart Devices,12800.21,423,12,24,3.7
2764,Product_2764,Wearables,37325.34,123,10,12,4
2765,Product_2765,Home Appliances,2159.86,475,8,36,4.3
2766,Product_2766,Smart Devices,28709.54,154,24,12,4.6
2767,Product_2767,Wearables,38241.7,35,28,6,2.9
2768,Product_2768,Wearables,43899.9,145,41,36,3.6
2769,Product_2769,Smart Devices,17433.05,312,36,6,4.5
2770,Product_2770,Wearables,41152.24,241,37,24,5
2771,Product_2771,Smart Devices,5976.27,378,21,6,4.7
2772,Product_2772,Wearables,42399.39,85,8,6,3.1
2773,Product_2773,Electronics,6810.69,484,9,12,2.6
2774,Product_2774,Smart Devices,20165.72,337,47,6,3.5
2775,Product_2775,Electronics,39966.12,354,15,36,4.2
2776,Product_2776,Accessories,7920.91,311,48,36,3.5
2777,Product_2777,Audio,11847.94,461,46,24,3.4
2778,Product_2778,Electronics,36251.5,298,40,36,4.5
2779,Product_2779,Wearables,36141.81,10,18,12,3.1
2780,Product_2780,Home Appliances,32236.81,156,42,24,4.6
2781,Product_2781,Accessories,34850.45,296,20,36,3.2
2782,Product_2782,Electronics,27364.86,473,6,12,3
2783,Product_2783,Accessories,12964.05,151,12,36,3.4
2784,Product_2784,Electronics,17611.95,62,2,36,4.3
2785,Product_2785,Electronics,9489.09,313,7,6,2.4
2786,Product_2786,Home Appliances,45468.3,78,16,36,2.6
2787,Product_2787,Home Appliances,29377.89,370,3,36,4.9
2788,Product_2788,Electronics,20342.15,99,45,12,2.5
2789,Product_2789,Audio,23369.29,455,3,12,3.7
2790,Product_2790,Home Appliances,47390.53,229,27,6,3.7
2791,Product_2791,Home Appliances,8090.89,459,50,36,3.5
2792,Product_2792,Home Appliances,29518.38,201,43,6,3.9
2793,Product_2793,Smart Devices,25541.49,463,40,36,2.7
2794,Product_2794,Accessories,30766.98,72,38,24,3.7
2795,Product_2795,Electronics,1396.45,82,33,24,3.1
2796,Product_2796,Audio,43670.13,170,28,6,4
2797,Product_2797,Home Appliances,46639.85,178,1,6,2.4
2798,Product_2798,Smart Devices,28474.09,98,8,6,3.7
2799,Product_2799,Accessories,34984.22,185,37,12,2.6
2800,Product_2800,Wearables,46163.72,278,32,12,2.8
2801,Product_2801,Wearables,35508.31,82,48,12,2.7
2802,Product_2802,Home Appliances,8050.68,254,43,6,2.5
2803,Product_2803,Audio,29026.27,86,37,36,4.5
2804,Product_2804,Audio,30532.39,168,4,24,2.9
2805,Product_2805,Accessories,21494.47,498,30,6,4.8
2806,Product_2806,Accessories,36953.99,468,6,12,4.9
2807,Product_2807,Electronics,46751.17,333,46,12,3.7
2808,Product_2808,Home Appliances,46315.64,107,19,6,2.4
2809,Product_2809,Wearables,22816.55,390,32,6,3.1
2810,Product_2810,Electronics,6105.28,111,9,12,4.4
2811,Product_2811,Audio,49249.64,141,12,36,3.1
2812,Product_2812,Electronics,42025.46,111,11,12,2.3
2813,Product_2813,Wearables,6670.8,28,46,12,3.7
2814,Product_2814,Audio,46081.67,463,16,6,4.5
2815,Product_2815,Accessories,43559.87,491,1,36,4.4
2816,Product_2816,Smart Devices,26182.48,91,45,12,2.5
2817,Product_2817,Smart Devices,29768.13,406,21,12,4
2818,Product_2818,Accessories,20250.63,498,30,24,2.7
2819,Product_2819,Home Appliances,3210.7,288,13,6,2.7
2820,Product_2820,Electronics,17092.26,348,34,24,4.6
2821,Product_2821,Audio,40241.25,374,4,24,2.7
2822,Product_2822,Accessories,729.29,340,28,12,2.8
2823,Product_2823,Accessories,17008.21,138,38,6,2
2824,Product_2824,Home Appliances,20209.35,353,31,36,4.6
2825,Product_2825,Electronics,27101.08,319,27,12,4.4
2826,Product_2826,Accessories,46032.85,464,5,36,3.9
2827,Product_2827,Wearables,17644.13,98,25,36,4.3
2828,Product_2828,Accessories,17674.18,222,3,6,2.5
2829,Product_2829,Audio,37006.31,152,33,24,3.4
2830,Product_2830,Electronics,22884.79,74,4,6,3.1
2831,Product_2831,Audio,11617.94,85,25,36,2.3
2832,Product_2832,Electronics,22895.76,208,20,12,3.5
2833,Product_2833,Wearables,7472.42,152,34,36,4.8
2834,Product_2834,Audio,9231.16,414,26,12,2.1
2835,Product_2835,Smart Devices,25169.2,412,5,12,2.9
2836,Product_2836,Accessories,21236.81,325,35,6,2.6
2837,Product_2837,Wearables,45784.87,102,28,36,2.7
2838,Product_2838,Electronics,18438.5,482,29,24,4.7
2839,Product_2839,Audio,29239.12,426,9,36,3.4
2840,Product_2840,Accessories,31797.08,314,38,36,3.4
2841,Product_2841,Wearables,1148.18,233,50,24,4.3
2842,Product_2842,Electronics,33345.1,300,6,6,2.5
2843,Product_2843,Smart Devices,9312.78,437,19,36,3.5
2844,Product_2844,Smart Devices,48072.98,111,44,36,3.3
2845,Product_2845,Electronics,7858.81,483,11,12,3.8
2846,Product_2846,Smart Devices,21023.89,276,2,36,5
2847,Product_2847,Wearables,4724.81,364,47,24,4.3
2848,Product_2848,Accessories,49845.28,465,44,12,3.2
2849,Product_2849,Smart Devices,25358.65,119,44,6,4.5
2850,Product_2850,Accessories,29971.56,471,9,12,2.5
2851,Product_2851,Home Appliances,3820.29,339,21,24,2.1
2852,Product_2852,Smart Devices,37623.04,459,24,24,2.6
2853,Product_2853,Home Appliances,10890.33,439,34,12,3
2854,Product_2854,Accessories,44953.69,274,22,6,3.5
2855,Product_2855,Audio,10654.41,12,3,12,3.8
2856,Product_2856,Accessories,9939.04,94,12,6,4.7
2857,Product_2857,Wearables,2309.21,291,28,12,3.5
2858,Product_2858,Audio,23867.31,337,30,24,3.5
2859,Product_2859,Audio,28459.64,313,26,36,2.2
2860,Product_2860,Smart Devices,3752.58,459,48,36,2.1
2861,Product_2861,Smart Devices,38888.62,463,21,6,3.7
2862,Product_2862,Smart Devices,22937.8,421,28,6,3.3
2863,Product_2863,Accessories,26457.32,126,26,6,4.5
2864,Product_2864,Audio,22317.76,230,33,24,2.5
2865,Product_2865,Wearables,20337.77,163,21,12,2.1
2866,Product_2866,Wearables,28202.2,162,35,24,3.3
2867,Product_2867,Home Appliances,8184.39,21,34,36,2.7
2868,Product_2868,Electronics,9505.44,142,41,6,2.1
2869,Product_2869,Wearables,43158.39,491,47,12,4.2
2870,Product_2870,Smart Devices,47332.72,313,18,36,2.3
2871,Product_2871,Home Appliances,18978.81,302,11,36,3.8
2872,Product_2872,Smart Devices,13901.86,472,23,36,2.8
2873,Product_2873,Audio,32377.98,309,48,24,2.5
2874,Product_2874,Audio,20732.34,237,22,6,3.1
2875,Product_2875,Accessories,1756.62,280,17,36,4.4
2876,Product_2876,Smart Devices,8229.55,52,5,6,3.2
2877,Product_2877,Wearables,35940.63,441,44,24,4.3
2878,Product_2878,Electronics,33116.74,352,11,36,2.4
2879,Product_2879,Smart Devices,1841.25,335,30,24,4.3
2880,Product_2880,Wearables,11487.62,311,15,24,2.7
2881,Product_2881,Home Appliances,11938.2,373,27,6,4
2882,Product_2882,Smart Devices,33758.69,388,35,36,3.7
2883,Product_2883,Home Appliances,1475.67,436,33,24,4.8
2884,Product_2884,Wearables,5653.37,30,20,36,3.2
2885,Product_2885,Wearables,40095.85,416,16,6,2.2
2886,Product_2886,Wearables,9337.96,116,34,24,2.1
2887,Product_2887,Wearables,32810.93,345,2,6,4.5
2888,Product_2888,Audio,12290.05,312,35,36,3.6
2889,Product_2889,Accessories,5422.35,126,40,36,4.3
2890,Product_2890,Wearables,12537.02,133,28,6,2.7
2891,Product_2891,Audio,36252.21,408,47,12,3
2892,Product_2892,Electronics,42856.98,290,39,24,2.1
2893,Product_2893,Audio,41595.88,301,6,36,4.9
2894,Product_2894,Home Appliances,20160.58,212,9,36,4
2895,Product_2895,Electronics,33570.21,60,20,24,4.8
2896,Product_2896,Home Appliances,10646.72,280,1,6,2.8
2897,Product_2897,Accessories,15010.81,333,8,6,3.8
2898,Product_2898,Smart Devices,44868.62,286,23,6,4
2899,Product_2899,Smart Devices,1143.6,150,3,12,3
2900,Product_2900,Audio,4732.67,479,4,12,4.5
2901,Product_2901,Home Appliances,10790.37,284,25,36,4.8
2902,Product_2902,Accessories,1813.34,299,47,6,4.7
2903,Product_2903,Smart Devices,9481.05,343,38,24,4.2
2904,Product_2904,Accessories,29360.56,390,15,36,2.8
2905,Product_2905,Accessories,21360.52,461,21,24,2.8
2906,Product_2906,Smart Devices,44687.25,382,35,36,4.9
2907,Product_2907,Smart Devices,40963.46,61,46,12,2
2908,Product_2908,Electronics,17419.96,36,14,36,4.1
2909,Product_2909,Electronics,13341.46,166,36,12,4.1
2910,Product_2910,Wearables,19294.77,248,12,36,3.9
2911,Product_2911,Home Appliances,29719.6,165,17,6,5
2912,Product_2912,Smart Devices,13769.15,300,39,24,2.9
2913,Product_2913,Accessories,31395.37,145,9,6,3
2914,Product_2914,Home Appliances,20765.88,153,35,36,2.2
2915,Product_2915,Wearables,27826.34,115,13,36,3.3
2916,Product_2916,Accessories,22088.26,429,15,36,2.8
2917,Product_2917,Audio,15076.06,167,18,12,3
2918,Product_2918,Wearables,47448.44,155,33,24,4.5
2919,Product_2919,Smart Devices,38298.49,11,6,24,4.8
2920,Product_2920,Audio,7435.6,442,27,36,2.6
2921,Product_2921,Audio,43489.16,86,23,36,3.1
2922,Product_2922,Wearables,24627.84,141,27,12,4.8
2923,Product_2923,Smart Devices,44780.34,99,34,6,2.2
2924,Product_2924,Accessories,40092.84,354,46,6,2.3
2925,Product_2925,Audio,21548.07,359,38,24,2.5
2926,Product_2926,Wearables,1612.23,468,14,12,3.8
2927,Product_2927,Wearables,13799.53,272,36,36,2.5
2928,Product_2928,Accessories,27310.89,360,8,24,4.9
2929,Product_2929,Smart Devices,31857.17,117,35,12,3.3
2930,Product_2930,Wearables,13265.44,83,19,6,3.5
2931,Product_2931,Wearables,7398.13,48,30,12,2.7
2932,Product_2932,Wearables,41829.05,406,14,6,3.4
2933,Product_2933,Home Appliances,49227.91,168,20,12,4
2934,Product_2934,Electronics,26521.66,80,49,24,4.3
2935,Product_2935,Accessories,8998.12,456,25,6,4.3
2936,Product_2936,Home Appliances,13979.21,321,40,24,3.7
2937,Product_2937,Wearables,1410.34,250,24,24,4.7
2938,Product_2938,Electronics,45757.79,435,14,6,4.5
2939,Product_2939,Accessories,6328.68,454,26,6,4.3
2940,Product_2940,Audio,29037.57,307,38,36,2.2
2941,Product_2941,Accessories,14065.73,449,23,36,2
2942,Product_2942,Home Appliances,27931.81,45,22,36,2.6
2943,Product_2943,Home Appliances,32745.31,93,48,24,4
2944,Product_2944,Home Appliances,41572.22,461,19,24,3.2
2945,Product_2945,Accessories,10717.85,383,46,36,3.2
2946,Product_2946,Smart Devices,1044.29,272,3,24,4.7
2947,Product_2947,Wearables,7275.84,319,42,24,4.7
2948,Product_2948,Accessories,45050.92,394,19,6,4.7
2949,Product_2949,Audio,43757.56,181,9,6,2.9
2950,Product_2950,Audio,30071.95,385,28,24,4.1
