CustomerID,LastPurchaseDate,InactiveDays,ChurnProbability,CustomerValue,PurchaseFrequency,ChurnStatus
CUST_3784,6/24/2020,324,0.48,38666.4,43,Churned
CUST_4763,1/22/2020,264,0.47,22043.92,22,Active
CUST_2416,8/18/2022,192,0.18,47368.71,24,Churned
CUST_7745,9/29/2020,78,0.14,23645.65,7,Active
CUST_9548,10/24/2021,331,0.25,43809.5,34,Churned
CUST_9015,11/20/2023,67,0.91,40635.99,48,At Risk
CUST_4546,3/25/2022,165,0.11,49058.82,12,Churned
CUST_8757,11/7/2023,339,0.76,46364.12,23,Active
CUST_8581,3/10/2021,248,0.76,44957.13,15,At Risk
CUST_5573,12/31/2023,325,0.81,36714.41,33,At Risk
CUST_1237,2/24/2022,63,0.89,18666.41,13,Churned
CUST_8014,12/21/2023,108,0.26,5753.21,23,At Risk
CUST_5041,5/16/2022,265,0.22,34587.93,38,At Risk
CUST_5060,5/8/2023,302,0.47,48943.38,32,Active
CUST_6362,6/8/2021,190,0.27,36466.92,45,Churned
CUST_8114,5/29/2020,204,0.73,46472.1,35,Active
CUST_4643,7/14/2020,337,0.64,40313.08,1,Active
CUST_3440,2/14/2023,250,0.87,8574.18,47,At Risk
CUST_1083,4/30/2020,38,0.08,12835.59,45,At Risk
CUST_7844,4/16/2020,318,0.92,17422.35,5,Active
CUST_1724,11/12/2021,142,0.29,8828.89,13,At Risk
CUST_1656,4/25/2021,234,0.49,29291.74,5,Active
CUST_8711,8/22/2022,215,0.44,48784.8,32,Active
CUST_9261,12/26/2021,226,0.76,38192.21,21,Churned
CUST_1550,5/26/2023,295,0.42,21457.64,24,Active
CUST_7974,10/5/2023,291,0.94,722.97,18,At Risk
CUST_9701,5/10/2023,277,0.9,16007.16,21,Churned
CUST_7460,12/24/2023,144,0.87,26574.58,10,Churned
CUST_8852,4/3/2020,150,0.07,16550.42,24,At Risk
CUST_2605,1/11/2020,170,0.85,5996.23,40,Active
CUST_8412,6/3/2021,94,0.78,22416.87,47,Active
CUST_9114,10/30/2022,305,0.1,13036.01,21,Churned
CUST_4940,6/23/2023,342,0.11,45507,25,Churned
CUST_2361,2/19/2022,268,0.1,5536.85,23,At Risk
CUST_1203,9/11/2021,331,0.01,2933.06,22,Churned
CUST_7662,3/19/2022,39,0.55,763.05,4,Active
CUST_4571,10/6/2023,262,0.97,16739.45,34,Active
CUST_3174,1/29/2022,224,0.44,33189.15,6,At Risk
CUST_6872,9/27/2020,41,0.54,36655.48,28,At Risk
CUST_5846,2/19/2023,206,0.97,22936.45,31,Active
CUST_4916,3/25/2020,206,0.26,34374.27,35,At Risk
CUST_2486,4/3/2023,246,0.86,18315.74,39,At Risk
CUST_1260,1/2/2021,40,0.55,33556.41,42,Churned
CUST_8860,6/17/2021,147,0.57,2509.5,23,Churned
CUST_5994,12/13/2020,193,0.34,19842.27,6,Churned
CUST_3650,10/28/2022,68,0.56,39647.06,16,Active
CUST_8524,10/6/2022,82,0.07,40248.8,2,Active
CUST_1399,11/25/2021,247,0.76,35949.36,24,Active
CUST_8452,8/16/2022,235,0.28,10609.81,17,Churned
CUST_8598,9/27/2020,341,0.89,12736.65,45,At Risk
CUST_3271,7/2/2020,85,0.37,49806.39,1,Active
CUST_7641,10/11/2021,147,0.14,5617.21,6,At Risk
CUST_4030,12/25/2023,282,0.7,9442.8,5,Churned
CUST_7068,12/22/2022,315,0.16,6936.3,45,Churned
CUST_8607,6/5/2022,297,0.75,16718.92,29,At Risk
CUST_1022,10/17/2020,320,0.97,10903.7,12,Active
CUST_2158,6/17/2021,362,0.78,25135.55,39,Churned
CUST_7305,8/27/2020,209,0.02,24063.02,47,Active
CUST_6454,10/3/2021,264,0.6,45124.53,3,Churned
CUST_9698,3/31/2020,225,0.7,2219.63,48,Churned
CUST_1535,9/18/2020,337,0.83,16334.04,1,Churned
CUST_5859,10/19/2022,109,0.06,30034.57,27,Churned
CUST_7977,7/29/2021,164,0.48,30437.69,48,Churned
CUST_5420,1/8/2022,51,0.54,24266.25,24,Churned
CUST_9887,5/30/2022,360,0.17,40875.44,44,Churned
CUST_4393,8/2/2021,254,0.32,3604.75,19,Active
CUST_2326,6/23/2021,87,0.44,40866.64,8,Active
CUST_6500,6/9/2023,122,0.83,24990.33,44,Churned
CUST_1898,6/24/2021,221,0.93,7121.15,47,Active
CUST_9433,11/24/2022,132,0.63,44342.24,2,Churned
CUST_6963,10/3/2021,36,0.39,32636.82,30,Active
CUST_1844,6/11/2022,157,0.25,8595.51,30,Active
CUST_2818,12/3/2020,84,0.98,2165.66,49,At Risk
CUST_7274,10/8/2021,260,0.98,7484.93,39,Churned
CUST_6989,10/3/2022,91,0.92,30635.5,45,Active
CUST_8624,11/5/2020,269,0.79,9375.16,32,Churned
CUST_1669,2/12/2023,119,0.33,11675.27,1,Churned
CUST_6989,9/8/2023,261,0.82,1744.42,38,At Risk
CUST_7003,7/27/2023,262,0.41,36285.07,13,Active
CUST_3871,6/20/2022,362,0.33,40613.04,11,Churned
CUST_2097,4/18/2020,321,0.74,39943.98,10,Active
CUST_4354,1/21/2021,181,0.08,6814.62,48,Churned
CUST_3267,10/31/2020,174,0.05,45213.41,26,Churned
CUST_6487,4/21/2020,159,0.45,33777.8,20,Churned
CUST_4909,4/15/2021,170,0.45,44927.67,17,Churned
CUST_9841,1/10/2021,122,0.9,22634.44,17,At Risk
CUST_2860,3/14/2020,143,0.13,22129.27,4,Churned
CUST_8839,8/21/2022,313,0.12,39334.56,5,Churned
CUST_4437,6/16/2021,172,0.15,5118.24,23,At Risk
CUST_4693,11/30/2020,252,0.03,26283.26,46,Active
CUST_6250,12/16/2023,261,0.07,41901.02,10,At Risk
CUST_6778,8/14/2022,62,0.66,41594.53,46,Churned
CUST_5380,6/12/2022,305,0.43,47828.58,28,Churned
CUST_9250,8/25/2020,199,0.76,35064.49,33,Churned
CUST_7929,10/10/2022,169,0.99,10784.65,43,Active
CUST_5540,3/24/2020,230,0.66,1503.88,26,At Risk
CUST_1892,6/23/2022,52,0.05,24231.08,48,At Risk
CUST_2038,12/31/2021,253,0.1,25928.34,29,At Risk
CUST_7108,12/23/2023,299,0.88,12393,27,At Risk
CUST_6656,2/22/2023,182,0.53,6672.52,18,Active
CUST_8412,9/20/2022,362,0.82,29517.3,40,Churned
CUST_8966,7/26/2022,114,0.86,38330.66,10,Churned
CUST_9215,10/6/2022,138,0.93,49661.13,42,At Risk
CUST_9629,8/18/2020,60,0.95,38035.98,5,At Risk
CUST_3010,10/30/2020,258,0.55,39784.8,10,At Risk
CUST_8703,9/10/2020,269,0.34,31014.81,21,Churned
CUST_9714,12/16/2021,339,0.96,49303.17,24,Active
CUST_9730,7/10/2020,170,0.55,32177.84,38,Churned
CUST_5788,2/21/2021,185,0.06,43082.54,3,Active
CUST_8405,8/4/2021,328,0.64,47316.34,40,Active
CUST_7031,1/4/2021,128,0.59,46528,31,At Risk
CUST_2075,12/10/2020,76,0.9,19380.06,41,At Risk
CUST_4085,11/7/2022,356,0.65,4393.77,37,Churned
CUST_8501,7/12/2021,96,0.35,9007.75,2,At Risk
CUST_2430,2/27/2023,91,0.97,3431.55,2,At Risk
CUST_2313,9/20/2023,138,0.8,5717.15,39,Active
CUST_7400,4/14/2023,196,0.63,9640.24,49,At Risk
CUST_3929,3/10/2021,66,0.29,17384.17,42,Active
CUST_5724,4/10/2023,148,0.37,27405.21,44,At Risk
CUST_2260,1/9/2020,115,0.67,35728.26,34,Active
CUST_2791,12/13/2022,81,0.07,10940.9,42,Churned
CUST_3699,3/14/2023,120,0.26,33789.86,20,Active
CUST_5521,1/4/2021,318,0.71,35360.82,33,Churned
CUST_2835,5/2/2022,327,0.48,28151.81,4,Active
CUST_3424,6/6/2020,233,0.4,45229.08,45,Churned
CUST_9131,5/19/2021,267,0.15,5994.24,44,At Risk
CUST_3465,10/17/2022,184,0.44,9267.51,11,Active
CUST_4346,10/18/2023,269,0.77,21718.91,42,Active
CUST_9530,7/12/2020,165,0.26,6772.28,47,Active
CUST_1371,11/4/2021,93,0.01,28531.66,5,Active
CUST_5803,2/23/2020,152,0.67,20220.82,25,At Risk
CUST_7824,8/5/2021,283,0.97,14587.49,49,At Risk
CUST_9870,10/27/2023,143,0.61,8914.5,37,Active
CUST_3163,10/25/2023,49,0.12,17099.24,34,Churned
CUST_8764,9/6/2020,45,0.32,30593.99,9,Churned
CUST_6680,3/18/2022,174,0.87,29001.37,6,Active
CUST_7883,2/4/2022,237,0.23,8599.39,18,Active
CUST_8272,4/24/2023,48,0.61,6683.53,14,At Risk
CUST_1351,8/5/2020,195,0.4,1820.5,19,At Risk
CUST_5776,10/24/2021,67,0.21,1115.07,14,Active
CUST_4097,11/10/2020,210,0.81,44050.62,40,Churned
CUST_2031,2/29/2020,134,0.74,2731.9,17,Churned
CUST_1361,6/15/2020,129,0.66,36695.44,35,At Risk
CUST_4806,7/31/2022,119,0.24,43663.26,29,At Risk
CUST_9513,12/20/2023,329,0.1,5353.86,42,Active
CUST_6503,9/12/2023,361,0.58,22096.92,17,Active
CUST_7745,9/9/2022,108,0.55,48134,43,At Risk
CUST_6616,7/18/2022,102,0.19,41789.86,8,Active
CUST_6346,7/10/2023,205,0.06,24740.35,1,At Risk
CUST_8965,7/5/2021,125,0.08,38247.27,45,Active
CUST_9686,5/1/2023,132,0.99,41752.19,36,At Risk
CUST_9986,9/9/2023,253,0.78,17727.33,7,Churned
CUST_8295,1/12/2020,35,0.92,44661.57,46,Active
CUST_8503,11/5/2021,151,0.2,23788.43,5,Active
CUST_5982,3/30/2020,265,0.96,26626.46,24,Churned
CUST_3161,9/5/2023,145,0.14,49985.53,28,Churned
CUST_6021,6/28/2023,192,0.51,42243.5,43,At Risk
CUST_3813,7/16/2022,255,0.83,18407.62,17,Active
CUST_5259,10/27/2021,259,0.35,1012.11,37,Churned
CUST_4715,3/11/2023,211,0.42,31495.62,20,At Risk
CUST_8933,9/21/2020,278,0.13,35343.71,3,Churned
CUST_7093,3/8/2021,347,0.12,32714.73,37,Active
CUST_5720,4/9/2020,239,0.62,48409.19,26,Active
CUST_1775,8/11/2023,173,0.68,43217.07,15,Active
CUST_3430,8/2/2021,125,0.78,22717.17,48,Active
CUST_6785,10/23/2021,273,0.56,3611.45,8,At Risk
CUST_5659,4/23/2020,115,0.65,24064.91,13,At Risk
CUST_8469,5/24/2020,213,0.01,34617.58,48,Churned
CUST_3725,1/25/2023,150,0.16,30581.64,3,Active
CUST_3634,5/18/2023,361,0.98,27137.78,1,Active
CUST_9770,2/20/2022,121,0.08,23706.54,9,Active
CUST_5673,7/8/2020,99,0.68,15041.21,31,At Risk
CUST_3986,3/27/2022,162,0.18,14228.66,41,Active
CUST_3873,6/6/2021,308,0.72,25261.46,26,At Risk
CUST_3514,12/30/2020,166,0.71,8449.86,17,Churned
CUST_3641,5/6/2021,343,0.23,17363.93,34,Churned
CUST_4897,3/27/2022,216,0.27,16536.97,9,At Risk
CUST_2915,7/1/2020,250,0.65,29563.07,13,Active
CUST_1674,2/12/2020,75,0.39,3800.77,5,Active
CUST_6187,3/2/2021,307,0.19,41568.6,41,Churned
CUST_3072,11/29/2020,221,0.73,28337.73,13,Active
CUST_8223,3/6/2022,37,0.15,33705.92,1,Churned
CUST_5266,4/4/2022,305,0.86,35303.15,25,Active
CUST_7056,8/6/2021,208,0.51,14928.46,47,At Risk
CUST_4022,8/18/2023,363,0.11,23783.39,4,At Risk
CUST_4361,9/1/2023,68,0.69,47834.17,36,At Risk
CUST_1568,11/11/2020,322,0.52,38451.91,10,Active
CUST_6192,9/3/2020,207,0.3,48493.07,28,Churned
CUST_6633,9/3/2021,191,0.42,37439.59,6,At Risk
CUST_3423,10/2/2022,360,0.3,9192.21,27,Active
CUST_7109,6/4/2022,133,0.26,3694.53,12,Churned
CUST_8347,9/27/2021,190,0.16,29094.24,48,Churned
CUST_9845,11/3/2023,316,0.36,18211.76,3,Churned
CUST_3663,5/20/2023,152,0.25,14135.17,46,Active
CUST_9743,9/25/2020,83,0.68,40456.94,33,At Risk
CUST_5940,1/5/2022,63,0.68,18666.17,10,At Risk
CUST_2990,9/24/2023,271,0.5,16191.55,31,At Risk
CUST_1408,7/15/2020,142,0.78,42574.39,15,At Risk
CUST_7628,1/22/2022,347,0.84,42391.22,7,Churned
CUST_9182,11/15/2022,52,0.58,18140.15,36,Churned
CUST_3381,2/13/2021,75,0.62,41708.69,14,Active
CUST_8504,9/29/2022,341,0.28,42613.54,48,At Risk
CUST_6246,7/1/2022,164,0.89,21484.56,14,Churned
CUST_3556,3/5/2022,147,0.02,3790.42,3,Churned
CUST_1070,9/2/2022,218,0.35,578.44,49,Active
CUST_9948,7/3/2021,160,0.72,26402.98,46,At Risk
CUST_9313,2/27/2023,241,0.08,17531.74,3,Churned
CUST_6427,5/14/2023,142,0.18,49858.03,22,At Risk
CUST_5842,5/16/2022,73,0.59,38734.34,19,Churned
CUST_8764,7/3/2020,157,0.56,38183.14,35,Active
CUST_5748,5/15/2022,187,0.74,47784.52,12,Active
CUST_3409,1/24/2022,302,0.81,44442.36,5,Active
CUST_8243,6/11/2023,344,0.13,16250.28,10,Active
CUST_6549,1/16/2021,74,0.02,8716.37,41,Churned
CUST_2840,6/8/2022,137,0.69,37421.67,33,Churned
CUST_8847,7/15/2023,248,0.3,19224.56,13,Active
CUST_1656,5/22/2022,347,0.63,23922.05,35,Churned
CUST_3284,7/9/2020,344,0.15,31704.69,32,Active
CUST_2914,3/23/2020,206,0.47,45439.7,11,Churned
CUST_6047,11/17/2022,257,0.5,21244.84,48,Active
CUST_1406,11/30/2021,220,0.59,39274.19,38,Churned
CUST_7580,8/7/2022,189,0.51,13782.82,24,Churned
CUST_4610,10/17/2023,296,0.5,35049.6,35,At Risk
CUST_8306,4/4/2021,355,0.33,578.18,19,At Risk
CUST_6855,8/19/2023,219,0.07,43639.61,6,At Risk
CUST_2515,11/6/2023,204,0.09,2003.79,40,At Risk
CUST_6347,11/13/2020,319,0.43,35781.31,45,Churned
CUST_1901,10/11/2022,174,0.36,2789.78,44,Churned
CUST_4197,12/15/2022,261,0.52,13679.16,42,At Risk
CUST_9625,7/13/2023,233,0.3,25111.52,35,Active
CUST_4639,8/18/2023,242,0.69,21286.96,4,Active
CUST_5553,12/10/2022,69,0.86,9995.89,33,Active
CUST_4206,6/20/2020,304,0.3,17023.84,13,Active
CUST_1369,8/18/2021,352,0.19,36521.47,36,Active
CUST_2369,8/16/2022,111,0.12,33628.23,43,Active
CUST_9821,6/14/2022,210,0.62,4054.82,19,At Risk
CUST_8298,6/11/2020,349,0.44,37492.13,43,Churned
CUST_2431,9/5/2022,112,0.19,3125.77,12,At Risk
CUST_9385,9/7/2021,332,0.65,27374.86,11,Churned
CUST_7462,10/31/2020,291,0.15,13373.11,6,Churned
CUST_4185,9/18/2020,301,0.55,29590.66,12,At Risk
CUST_9035,11/2/2023,229,0.53,13435.76,27,At Risk
CUST_6206,9/7/2021,269,0.73,49255.42,41,Churned
CUST_9381,5/24/2021,209,0.06,15831.55,25,Churned
CUST_1918,12/7/2022,200,0.89,12477.05,42,Active
CUST_6915,5/25/2022,324,0.7,14284.03,3,Active
CUST_7513,8/28/2021,206,0.22,44875.41,3,At Risk
CUST_3423,3/10/2023,266,0.18,31992.83,20,At Risk
CUST_8006,4/7/2020,167,0.43,36668.86,28,Churned
CUST_7056,2/2/2023,356,0.82,45941.52,23,At Risk
CUST_7326,6/5/2020,340,0.84,45637.69,48,At Risk
CUST_7108,4/2/2020,158,0.52,37077.82,3,At Risk
CUST_1199,11/17/2022,78,0.86,10292.31,42,Active
CUST_5663,8/8/2020,193,0.01,42246.98,24,Churned
CUST_6651,11/11/2022,306,0.04,10586.91,43,Churned
CUST_6756,5/20/2022,322,0.91,37273.49,40,Churned
CUST_6047,4/25/2022,145,0.78,34437.35,6,Churned
CUST_8300,7/12/2020,53,0.45,38065,20,Active
CUST_2435,8/9/2022,340,0.75,26867.94,11,Active
CUST_4533,9/15/2023,54,0.96,32116.95,32,Active
CUST_8278,3/10/2023,156,0.77,47689.34,27,Churned
CUST_7809,6/2/2021,263,0.84,5503.89,21,Churned
CUST_8249,12/28/2021,238,0.76,15787.94,44,Active
CUST_5728,6/5/2021,122,0.17,30762.17,48,At Risk
CUST_3683,4/14/2023,123,0.83,48220.68,13,At Risk
CUST_7944,6/16/2020,356,0.2,5230.94,22,Active
CUST_7786,10/28/2022,254,0.89,1616.19,35,Active
CUST_3286,2/3/2020,309,0.46,3259.61,47,Churned
CUST_2410,8/21/2020,40,0.68,3094.08,22,Active
CUST_3353,9/16/2023,358,0.5,45436.88,28,Active
CUST_4404,8/5/2022,41,0.09,36202.27,21,At Risk
CUST_5968,1/2/2021,64,0.29,34016.77,46,Active
CUST_8776,1/8/2021,257,0.98,26367.35,18,Churned
CUST_9606,3/15/2022,249,0.96,39206.65,31,At Risk
CUST_6495,4/2/2020,170,0.32,8204.58,46,Churned
CUST_2083,6/19/2020,52,1,19901.09,37,Churned
CUST_7156,5/2/2022,112,0.85,24755.21,21,At Risk
CUST_2449,12/13/2023,258,0.61,5965.27,14,Churned
CUST_1108,9/1/2021,109,0.04,21265.93,25,Churned
CUST_7708,10/4/2021,319,0.9,16166.84,27,At Risk
CUST_5478,4/17/2023,360,0.56,2261.32,40,Churned
CUST_7791,7/20/2022,188,0.87,7268.4,23,Churned
CUST_3865,10/4/2023,157,0.83,38319.82,31,At Risk
CUST_8571,7/10/2022,219,0.83,1392.88,47,Churned
CUST_3243,7/1/2023,60,0.7,46745.54,29,At Risk
CUST_4264,6/26/2021,44,0.29,4778.02,47,At Risk
CUST_4047,11/30/2021,342,0.34,40062.29,30,At Risk
CUST_7254,1/18/2021,104,0.31,44981.52,26,Active
CUST_5742,3/8/2021,63,0.02,47086.21,20,Active
CUST_9037,1/14/2021,225,0.58,43440.11,38,At Risk
CUST_1691,6/9/2020,360,0.7,14733.73,19,Active
CUST_5947,5/22/2023,58,0.85,16987.81,27,At Risk
CUST_5979,6/15/2021,223,0.14,21614.01,25,Active
CUST_9095,10/11/2023,45,0.54,7395.19,40,Active
CUST_8593,8/5/2020,106,0.01,1602.49,38,Churned
CUST_4678,6/7/2022,322,0.1,43521.52,23,Active
CUST_1439,12/30/2022,110,0.05,27929.37,29,Churned
CUST_1040,2/6/2020,153,0.73,30631.79,15,Active
CUST_3523,1/12/2020,48,0.08,46385.93,3,At Risk
CUST_5303,3/19/2022,131,0.72,33423.45,10,Churned
CUST_5917,8/26/2020,106,0.25,34697.25,15,Active
CUST_8742,1/28/2020,258,0.88,39454.95,16,Active
CUST_3034,12/17/2020,326,0.81,6259.25,17,At Risk
CUST_5713,9/5/2023,232,0.96,18328.03,19,Churned
CUST_7834,9/4/2022,90,0.88,48426.29,11,At Risk
CUST_3938,7/31/2022,55,0.93,46185.04,48,Churned
CUST_9059,11/17/2023,100,0.86,44261.73,5,At Risk
CUST_5009,4/9/2022,132,0.69,22878.38,5,Active
CUST_1466,9/9/2023,355,0.17,42931.05,14,At Risk
CUST_2955,5/17/2023,186,0.27,2895.6,26,Active
CUST_5541,9/23/2022,223,0.21,7851.61,8,Active
CUST_9078,9/12/2021,304,0.6,20991.4,5,At Risk
CUST_2093,6/20/2023,353,0.5,24427.91,7,Active
CUST_6927,6/17/2023,215,0.87,13543.6,16,Active
CUST_8872,1/8/2022,355,0.95,18145.6,14,At Risk
CUST_8144,11/15/2023,142,0.4,8557.42,37,Active
CUST_5225,10/11/2023,342,0.51,24712.13,41,Churned
CUST_8799,11/14/2023,194,0.97,39795.24,4,Active
CUST_2959,10/14/2023,90,0.28,33237.34,36,Active
CUST_7114,3/19/2022,121,0.79,5835.72,48,At Risk
CUST_9397,9/11/2021,315,0.23,24635.29,17,At Risk
CUST_1287,6/28/2020,182,0.68,35033.5,47,Active
CUST_5252,9/13/2020,254,0.25,26729.82,36,Churned
CUST_3668,10/3/2020,156,0.88,19887.94,6,Churned
CUST_1958,1/29/2020,222,0.56,31284.76,16,At Risk
CUST_3394,1/25/2021,144,0.19,48447.61,29,Active
CUST_6237,8/17/2020,291,0.22,5197.94,36,Active
CUST_8553,2/2/2020,47,0.49,19805.8,38,Active
CUST_3219,11/26/2023,39,0.96,20626.99,37,Active
CUST_6855,1/20/2021,121,0.77,29059.88,48,At Risk
CUST_3675,2/24/2020,168,0.49,8032.64,48,Active
CUST_1866,3/4/2021,362,0.34,9243.83,10,Active
CUST_5467,9/12/2022,81,0.55,14625.39,41,At Risk
CUST_6917,8/21/2023,224,0.75,47815.57,36,Churned
CUST_7873,10/24/2020,235,0.78,36838.37,29,Active
CUST_6832,8/23/2023,316,0.32,33253.82,14,At Risk
CUST_1798,5/10/2021,122,0.72,40939.41,4,Churned
CUST_5749,6/11/2022,338,0.66,6815.04,44,Active
CUST_5778,7/6/2023,174,0.96,43036.97,42,Active
CUST_9677,1/8/2023,115,0.93,29944.22,36,Active
CUST_2258,1/25/2021,182,0.79,17098.79,45,Active
CUST_9419,6/25/2020,31,0.72,40884.84,13,Active
CUST_4175,9/8/2021,289,0.27,40226.94,46,At Risk
CUST_4002,8/7/2022,193,0.85,42362.57,18,Active
CUST_2548,10/30/2020,35,0.43,6218.14,33,Active
CUST_3738,8/28/2022,178,0.27,48483.38,21,Churned
CUST_9908,5/14/2022,234,0.38,48001.49,16,Active
CUST_6285,2/14/2020,147,0.84,18194.75,15,At Risk
CUST_6180,8/26/2020,118,0.15,3761.75,5,Churned
CUST_5932,12/6/2020,183,0.46,8769.26,6,Active
CUST_5447,11/8/2020,196,0.49,49645.13,38,At Risk
CUST_6939,12/9/2023,190,0.04,28369.14,3,Active
CUST_2570,6/30/2022,299,0.2,18152.78,48,At Risk
CUST_9755,9/20/2022,85,0.83,14766.03,12,At Risk
CUST_6761,8/23/2022,257,0.83,13221.09,36,Active
CUST_3354,2/10/2020,178,0.29,33375.56,33,At Risk
CUST_1211,7/9/2022,75,0.87,21259.7,36,At Risk
CUST_3243,4/13/2023,173,0.77,48287.83,33,Churned
CUST_9489,5/11/2021,267,0.42,34350.23,31,Active
CUST_5610,2/16/2021,301,0.75,39706.21,21,Churned
CUST_7111,8/26/2021,149,0.96,14990.71,27,Churned
CUST_8944,3/12/2023,249,0.46,4419.73,27,At Risk
CUST_7750,3/13/2022,37,0.24,24647.23,8,Churned
CUST_6575,4/14/2020,304,0.94,16071.79,37,Active
CUST_3671,11/14/2021,95,0.6,10503.12,32,Active
CUST_2678,1/17/2020,108,0.11,47655.79,26,Active
CUST_4569,7/29/2020,115,0.57,22477.42,2,Active
CUST_3532,7/15/2023,153,0.5,9148.08,12,Active
CUST_9247,12/31/2023,231,0.86,10333.21,22,Active
CUST_4622,6/3/2022,179,0.53,14395.13,17,Churned
CUST_4087,5/1/2022,75,0.26,49966.16,7,At Risk
CUST_9612,10/12/2022,142,0.68,13766.57,43,Churned
CUST_9717,3/31/2023,120,0.54,16775.69,4,At Risk
CUST_2867,5/5/2023,170,0.23,33136.74,37,At Risk
CUST_7837,2/9/2023,318,0.57,15051.09,38,Churned
CUST_8544,8/18/2021,247,0.82,11182.31,32,At Risk
CUST_2251,3/16/2020,106,0.03,8352.54,11,Churned
CUST_2909,9/25/2022,363,0.63,15977.79,1,Active
CUST_3150,3/29/2022,181,0.35,5742.83,25,Active
CUST_1284,9/22/2022,352,0.29,1423.01,42,Churned
CUST_8856,11/17/2022,268,0.39,40329.76,24,Churned
CUST_6705,4/25/2023,144,0.34,7325.8,43,Active
CUST_6104,6/6/2023,348,0.83,38910.85,17,Churned
CUST_6940,10/21/2023,123,0.27,39978.35,8,At Risk
CUST_3277,9/26/2022,77,0.73,27127.02,45,Active
CUST_8240,4/19/2021,220,0.09,15829.26,27,At Risk
CUST_9570,5/4/2020,41,0.95,7679.12,18,Active
CUST_6604,12/17/2022,185,0.62,36971.85,27,Active
CUST_3821,2/8/2020,201,0.71,30268.66,22,Churned
CUST_5991,5/14/2022,325,0.3,32944.95,16,At Risk
CUST_1471,3/26/2023,206,0.41,929.12,2,Active
CUST_2943,10/8/2021,86,0.22,46412.09,5,Churned
CUST_4643,2/7/2023,232,0.93,3781.36,18,Churned
CUST_3108,5/10/2020,214,0.49,18656.89,3,At Risk
CUST_3332,7/2/2021,150,0.63,20434.23,27,Active
CUST_4712,8/20/2023,255,0.73,567.1,17,Churned
CUST_6036,5/4/2022,231,0.37,25105.92,16,Active
CUST_3053,8/27/2022,359,0.72,37764.05,6,At Risk
CUST_4438,8/27/2020,245,0.68,41251.8,7,Churned
CUST_3133,10/10/2022,72,0.71,44030.15,14,Churned
CUST_2287,6/29/2023,52,0.49,24642.08,38,Active
CUST_7960,8/16/2023,184,0.38,31716.49,40,Active
CUST_2830,12/11/2021,215,0.22,4436.23,15,Churned
CUST_2273,7/7/2022,278,0.82,24657.89,47,At Risk
CUST_1308,11/29/2023,266,0.61,8163.38,47,Churned
CUST_8934,6/12/2022,322,0.44,18797.33,48,Churned
CUST_8065,2/12/2020,163,0.94,16800.61,33,At Risk
CUST_1696,11/26/2020,350,0.05,21465.26,43,At Risk
CUST_4217,8/12/2021,51,0.85,28796.01,27,Churned
CUST_2766,1/28/2021,117,1,45192.39,29,At Risk
CUST_1537,8/19/2022,182,0.89,20026.99,37,Active
CUST_9412,12/5/2021,154,0.81,49065.99,5,At Risk
CUST_1971,6/16/2022,108,0.37,38071.89,29,Churned
CUST_8685,4/20/2021,80,0.23,25818.31,32,At Risk
CUST_2948,11/5/2022,245,0.73,32379.31,6,Churned
CUST_5145,3/25/2021,205,0.3,5560.1,2,Churned
CUST_1709,4/18/2023,282,0.18,42303.82,6,At Risk
CUST_2085,11/3/2023,275,0.79,29326.69,46,Churned
CUST_5942,11/25/2021,256,0.31,49310.34,43,At Risk
CUST_1168,5/18/2023,135,0.91,32003.22,4,At Risk
CUST_2581,9/7/2023,222,0.84,41788.52,29,At Risk
CUST_3028,8/17/2022,345,0.85,40088.26,25,Churned
CUST_4365,9/25/2020,331,0.77,17600.33,9,At Risk
CUST_4277,8/23/2021,65,0.88,13350.73,3,Churned
CUST_4027,12/27/2023,233,0.81,21809.43,26,Churned
CUST_6759,3/10/2022,296,0.6,23628.45,48,Churned
CUST_1479,5/3/2022,297,0.3,12384.19,43,Active
CUST_2487,10/10/2023,199,0.89,44782.59,27,Active
CUST_3384,8/29/2023,68,0.84,27356.12,36,Active
CUST_5544,1/7/2022,168,0.47,48933,32,Active
CUST_6698,8/25/2022,321,0.04,40595.88,1,At Risk
CUST_6770,11/27/2020,81,0.64,28007.39,16,Active
CUST_3630,6/27/2023,316,0.05,47378.49,48,At Risk
CUST_9202,2/28/2021,318,0.93,25491.3,11,Active
CUST_4962,8/1/2021,170,0.96,44411.77,26,At Risk
CUST_9272,11/15/2023,175,0.19,18228.17,40,At Risk
CUST_2119,6/25/2020,343,0.68,19242.8,1,At Risk
CUST_2623,9/28/2023,213,0.09,21197.47,26,Churned
CUST_1229,9/15/2022,181,0.73,27557.97,28,Active
CUST_9664,9/21/2020,230,0.35,27897.77,9,At Risk
CUST_4555,12/20/2020,157,0.68,25071.75,44,At Risk
CUST_4138,2/12/2021,316,0.37,15647.05,22,Churned
CUST_5617,11/16/2020,340,0.15,46396.72,8,Active
CUST_3814,5/25/2023,282,0.41,29635.01,49,Active
CUST_9800,10/4/2022,295,0.11,20683.09,42,Active
CUST_1070,7/25/2020,217,0.58,32733.26,27,At Risk
CUST_2616,5/1/2022,259,0.04,38514.35,39,At Risk
CUST_4506,10/8/2022,300,0.53,48056.04,19,Churned
CUST_9260,9/13/2021,288,0.89,25227.68,25,At Risk
CUST_8777,4/25/2021,328,0.84,6048.88,38,Active
CUST_7004,3/4/2021,227,0.88,22317.91,21,Churned
