OrderID,Date,Region,Product,Category,Quantity,UnitPrice,CustomerID,SalesRep,PaymentMethod,TotalAmount
1396,2024-02-20,Central,Tablet,Accessories,3,599,5113,Diana,Debit Card,1797
1160,2024-06-18,North,Tablet,Electronics,8,19,5002,Frank,Net Banking,152
1013,2024-04-09,East,Laptop,Electronics,14,79,5075,Alice,Credit Card,1106
1036,2024-06-23,South,Headphones,Accessories,10,79,5069,Charlie,Credit Card,790
1029,2024-12-10,South,Tablet,Accessories,2,299,5109,Alice,UPI,598
1171,2024-05-07,East,Headphones,Accessories,17,19,5167,Frank,,323
1143,2024-02-21,East,Keyboard,Accessories,1,19,5098,Frank,Cash,19
1411,2024-02-23,Central,Tablet,Electronics,7,299,5028,Diana,Net Banking,2093
1437,2024-04-01,West,Charger,Accessories,12,79,5187,Eve,Cash,948
1222,2024-11-19,,Tablet,Accessories,8,299,5171,Eve,Credit Card,2392
1096,2024-12-10,West,Tablet,Accessories,17,899,5178,Frank,Debit Card,15283
1052,2024-08-29,West,Mouse,Accessories,18,19,5129,Eve,Net Banking,342
1241,2024-05-27,East,Phone,Accessories,9,899,5042,Eve,Credit Card,8091
1384,2024-06-21,North,Phone,Electronics,17,1299,5120,Eve,UPI,22083
1352,2024-11-18,North,Charger,Electronics,13,599,5148,Alice,Net Banking,7787
1391,2024-12-19,North,Phone,Electronics,10,19,5035,Frank,Credit Card,190
1179,2024-08-20,South,Charger,Accessories,2,1299,5138,Diana,UPI,2598
1042,2024-05-10,Central,Mouse,Electronics,6,19,5074,Frank,Debit Card,114
1449,2024-08-26,Central,Tablet,Electronics,176,79,5120,Frank,Cash,13904
1400,2024-07-08,North,Headphones,Accessories,10,1299,5014,Frank,Cash,12990
1207,2024-01-02,North,Keyboard,Accessories,8,1299,5191,Frank,Cash,10392
1283,2024-04-22,South,Phone,Electronics,14,1299,5004,Bob,Cash,18186
1359,2024-11-18,North,Laptop,Accessories,10,49,5067,Alice,Net Banking,490
1255,2024-05-30,,Keyboard,Accessories,6,599,5161,Diana,Credit Card,3594
1425,2024-11-06,West,Tablet,Accessories,7,79,5061,Bob,Cash,553
1005,2024-03-12,West,Mouse,Electronics,6,19,5004,Diana,UPI,114
1257,2024-04-08,Central,Keyboard,Accessories,6,79,5008,Alice,Cash,474
1462,2024-12-14,Central,Tablet,Electronics,16,599,5149,Eve,Cash,9584
1101,2024-05-15,South,Phone,Accessories,4,49,5143,Bob,Net Banking,196
1227,2024-10-20,North,Headphones,Accessories,8,79,5012,Eve,Debit Card,632
1440,2024-08-16,West,  Laptop  ,Accessories,2,49,5196,Eve,Net Banking,98
1214,2024-05-05,East,Laptop,Electronics,15,79,5042,Diana,Credit Card,1185
1435,2024-11-14,East,Phone,Accessories,18,19,5142,Diana,Cash,342
1172,2024-12-13,West,Tablet,Accessories,12,1299,5086,Bob,Credit Card,15588
1099,2024-12-09,,Charger,Electronics,4,1299,5070,Diana,UPI,5196
1293,2024-12-03,South,Headphones,Accessories,12,599,5196,Alice,UPI,7188
1216,2024-02-22,South,Charger,Electronics,1,1299,5167,Frank,Debit Card,1299
1062,2024-02-19,Central,Keyboard,Accessories,14,19,5188,Eve,UPI,266
1048,2024-09-30,North,Keyboard,Electronics,18,299,5004,Diana,Debit Card,5382
1033,2024-07-06,central,Keyboard,Electronics,18,49,5035,Alice,Cash,882
1268,2024-02-06,South,Headphones,Electronics,1,1299,5032,Eve,Cash,1299
1328,2024-02-04,South,Mouse,Accessories,8,49,5075,Eve,Debit Card,392
1201,2024-04-22,Central,Charger,Electronics,12,299,5125,Diana,Cash,3588
1484,2024-01-23,North,Laptop,Electronics,2,49,5047,Diana,Credit Card,98
1028,2024-08-23,East,Keyboard,Electronics,7,599,5081,Bob,Debit Card,4193
1426,2024-11-03,West,Headphones,Electronics,4,19,5164,Frank,UPI,76
1231,2024-07-16,central,Mouse,Accessories,1,899,5041,Frank,Net Banking,899
1261,2024-12-11,Central,Mouse,Electronics,9,299,5176,Frank,Cash,2691
1379,2024-11-01,North,Headphones,Accessories,17,299,5134,Charlie,UPI,5083
1289,2024-04-08,South,Charger,Electronics,8,79,5069,Diana,Net Banking,632
1163,2024-05-13,Central,Keyboard,Electronics,1,19,5057,,Credit Card,19
1438,2024-02-27,Central,Laptop,Accessories,3,19,5078,Bob,UPI,57
1139,2024-03-03,West,Keyboard,Electronics,2,79,5081,Bob,Credit Card,158
1063,2024-12-25,West,Keyboard,Electronics,11,79,5057,Alice,Cash,869
1136,2024-12-11,West,Keyboard,Electronics,7,49,5071,Frank,Credit Card,343
1129,2024-01-05,North,Mouse,Electronics,6,899,5189,Charlie,Net Banking,5394
1493,2024-09-06,Central,Phone,Electronics,6,899,5051,Frank,Debit Card,5394
1009,2024-05-01,West,Laptop,Accessories,19,49,5198,Diana,Debit Card,931
1327,2024-01-04,Central,Tablet,Accessories,175,19,5058,Frank,Cash,3325
1479,2024-04-09,North,Charger,Accessories,14,79,5168,Bob,UPI,1106
1065,2024-02-23,Central,Charger,Electronics,12,1299,5084,Alice,UPI,15588
1301,2024-10-15,Central,Headphones,Accessories,15,49,5009,Charlie,Cash,735
1015,2024-05-31,Central,Laptop,Electronics,16,49,5137,Frank,Credit Card,784
1157,2024-03-26,West,Headphones,Electronics,9,599,5074,Alice,Cash,5391
1041,2024-11-15,South,Charger,Electronics,3,49,5149,Eve,Debit Card,147
1380,2024-01-13,Central,Charger,Accessories,3,1299,5151,Charlie,Net Banking,3897
1474,2024-08-25,West,Tablet,Accessories,1,1299,5065,Alice,Cash,1299
1416,2024-04-17,Central,Mouse,Accessories,5,899,5124,Eve,Debit Card,4495
1217,2024-06-20,East,Mouse,Accessories,11,79,5180,Alice,Credit Card,869
1280,2024-06-09,North,Mouse,Accessories,3,599,5158,Bob,Credit Card,1797
1448,2024-01-01,South,Tablet,Electronics,12,79,5169,Diana,Credit Card,948
1487,2024-09-02,East,Tablet,Accessories,9,79,5147,Bob,Credit Card,711
1338,2024-08-20,Central,Laptop,Accessories,7,49,5094,Diana,UPI,343
1237,2024-07-05,Central,Keyboard,Accessories,9,599,5047,Bob,UPI,5391
1208,2024-05-09,Central,Tablet,Accessories,18,899,5066,Charlie,Cash,16182
1213,2024-08-12,Central,Charger,Electronics,15,299,5097,Bob,Credit Card,4485
1296,2024-06-11,North,Phone,Accessories,16,599,5162,Charlie,Cash,9584
1471,2024-03-09,East,Keyboard,Accessories,18,899,5137,Charlie,Credit Card,16182
1252,2024-12-25,Central,Charger,Electronics,6,19,5114,Frank,UPI,114
1100,2024-05-08,Central,Mouse,Accessories,2,49,5127,Bob,UPI,98
1472,2024-02-16,North,Headphones,Accessories,8,49,5068,Eve,Credit Card,392
1304,2024-05-14,South,Keyboard,Accessories,6,299,5134,Charlie,Credit Card,1794
1351,2024-09-12,South,Keyboard,Accessories,12,899,5198,Charlie,Credit Card,10788
1270,2024-01-09,South,Phone,Accessories,7,1299,5012,Alice,Debit Card,9093
1202,2024-04-10,North,Laptop,Accessories,6,599,5168,Bob,Cash,3594
1162,2024-03-02,North,Phone,Accessories,12,19,5112,Eve,Cash,228
1044,2024-05-14,,Laptop,Electronics,6,899,5005,Frank,Credit Card,5394
1218,2024-08-05,Central,Tablet,Accessories,10,19,5023,Diana,Debit Card,190
1402,2024-05-29,East,Phone,Electronics,9,49,5102,Frank,Credit Card,441
1191,2024-11-10,Central,Keyboard,Electronics,146,19,5068,,Cash,2774
1310,2024-08-25,Central,Headphones,Electronics,11,19,5175,Charlie,Debit Card,209
1260,2024-05-23,East,Charger,Electronics,13,79,5124,Charlie,Debit Card,1027
1106,2024-10-15,Central,Tablet,Accessories,6,1299,5199,Diana,UPI,7794
1054,2024-12-11,Central,Phone,Accessories,7,1299,5057,Alice,Credit Card,9093
1390,2024-04-01,West,Mouse,Electronics,11,599,5190,Charlie,Net Banking,6589
1002,2024-12-14,North,Laptop,Accessories,11,599,5161,Diana,Debit Card,6589
1455,2024-03-29,,Mouse,Electronics,16,599,5176,Diana,Credit Card,9584
1499,2024-01-16,North,Mouse,Electronics,144,1299,5055,Frank,Debit Card,187056
1050,2024-11-11,Central,Mouse,Accessories,8,19,5039,Alice,Net Banking,152
1420,2024-09-18,East,Phone,Electronics,9,49,5175,Alice,Cash,441
1081,2024-10-22,East,Headphones,Accessories,5,899,5144,,Net Banking,4495
1206,2024-04-22,North,Mouse,Electronics,10,19,5113,Charlie,UPI,190
1035,2024-07-08,South,Laptop,Electronics,2,1299,5154,Frank,Cash,2598
1431,2024-06-06,North,Charger,Electronics,12,899,5161,Charlie,Debit Card,10788
1264,2024-01-02,North,Charger,Electronics,11,79,5004,Eve,UPI,869
1428,2024-09-25,west,Laptop,Electronics,17,1299,5030,Diana,Net Banking,22083
1367,2024-05-06,Central,Headphones,Electronics,19,899,5021,Diana,Debit Card,17081
1092,2024-06-05,North,Keyboard,Electronics,5,299,5107,Eve,Net Banking,1495
1340,2024-10-06,North,Laptop,Electronics,10,299,5091,Alice,Debit Card,2990
1489,2024-04-09,Central,Laptop,Accessories,11,599,5052,Frank,Cash,6589
1053,2024-09-21,South,Phone,Electronics,15,599,5024,Eve,Net Banking,8985
1346,2024-07-06,North,Phone,Accessories,10,599,5066,Diana,UPI,5990
1265,2024-10-30,North,Tablet,Electronics,1,599,5198,Frank,UPI,599
1242,2024-09-08,,Tablet,Electronics,1,1299,5060,Frank,Credit Card,1299
1014,2024-12-25,East,Laptop,Accessories,15,1299,5103,Alice,Debit Card,19485
1316,2024-09-20,,Phone,Electronics,19,899,5021,Eve,Credit Card,17081
1089,2024-09-08,Central,Phone,Accessories,7,19,5107,Bob,UPI,133
1388,2024-05-21,North,Charger,Electronics,3,899,5100,Frank,Debit Card,2697
1274,2024-10-30,West,Tablet,Accessories,17,299,5016,,Net Banking,5083
1167,2024-02-13,Central,Tablet,Electronics,5,299,5144,Charlie,Net Banking,1495
1329,2024-07-10,Central,Keyboard,Electronics,16,19,5185,Frank,Credit Card,304
1319,2024-08-13,North,Tablet,Electronics,13,79,5161,Charlie,Credit Card,1027
1135,2024-01-15,West,Mouse,Accessories,2,19,5127,Diana,Debit Card,38
1307,2024-02-02,North,Keyboard,Electronics,12,1299,5121,Frank,UPI,15588
1497,2024-11-20,South,Phone,Accessories,5,899,5179,,UPI,4495
1320,2024-10-03,East,Headphones,Accessories,162,79,5163,Charlie,Cash,12798
1244,2024-05-26,West,Phone,Accessories,16,899,5012,Eve,Net Banking,14384
1055,2024-02-22,North,Charger,Accessories,11,299,5100,Frank,UPI,3289
1364,2024-10-14,South,Laptop,Electronics,5,899,5038,Bob,Net Banking,4495
1051,2024-01-14,North,  Headphones  ,Electronics,8,599,5163,Bob,Cash,4792
1470,2024-08-07,east,Laptop,Electronics,6,49,5189,Eve,Net Banking,294
1175,2024-08-12,East,Laptop,Electronics,6,599,5168,Diana,Debit Card,3594
1446,2024-02-27,West,Laptop,Electronics,2,1299,5110,Bob,Debit Card,2598
1190,2024-05-31,West,Laptop,Electronics,14,599,5127,Bob,Credit Card,8386
1362,2024-10-06,Central,  Laptop  ,Electronics,16,19,5153,Frank,Cash,304
1464,2024-03-16,West,Laptop,Accessories,19,79,5048,Alice,Credit Card,1501
1188,2024-08-21,South,Phone,Accessories,17,599,5020,Diana,UPI,10183
1170,2024-11-26,Central,Tablet,Electronics,17,79,5125,Eve,Cash,1343
1059,2024-02-04,West,Mouse,Electronics,3,1299,5174,Frank,Credit Card,3897
1475,2024-07-22,West,Keyboard,Electronics,16,49,5008,Alice,Credit Card,784
1049,2024-03-29,central,Laptop,Electronics,12,19,5126,Diana,Net Banking,228
1345,2024-04-08,South,Headphones,Electronics,10,599,5162,Diana,UPI,5990
1236,2024-05-03,North,Charger,Electronics,5,19,5137,Charlie,Net Banking,95
1253,2024-05-08,South,Laptop,Electronics,14,49,5107,Diana,Cash,686
1022,2024-07-10,West,Tablet,Accessories,1,599,5003,Diana,Credit Card,599
1314,2024-12-30,Central,Mouse,Accessories,4,299,5076,Eve,Debit Card,1196
1460,2024-03-09,West,Charger,Accessories,8,599,5064,Charlie,Credit Card,4792
1161,2024-02-14,North,Mouse,Accessories,11,599,5022,Diana,UPI,6589
1277,2024-05-31,Central,Charger,Electronics,12,49,5109,Charlie,Net Banking,588
1444,2024-05-06,West,Tablet,Electronics,17,299,5105,Bob,Debit Card,5083
1192,2024-06-08,South,Laptop,Electronics,10,299,5110,Eve,Debit Card,2990
1386,2024-11-16,West,Laptop,Electronics,5,599,5038,Frank,Cash,2995
1294,2024-07-12,West,Charger,Accessories,5,79,5025,Diana,UPI,395
1414,2024-02-22,North,Keyboard,Electronics,4,299,5063,Alice,Net Banking,1196
1492,2024-08-10,Central,Keyboard,Accessories,18,299,5021,Frank,UPI,5382
1344,2024-04-04,South,Mouse,Accessories,17,19,5016,Diana,Net Banking,323
1258,2024-09-19,North,Tablet,Accessories,2,1299,5101,Eve,Net Banking,2598
1309,2024-01-22,West,Headphones,Accessories,13,1299,5194,Bob,Net Banking,16887
1150,2024-01-29,West,Headphones,Electronics,10,599,5177,Charlie,Net Banking,5990
1131,2024-09-11,North,Charger,Electronics,9,49,5161,Alice,Credit Card,441
1152,2024-01-13,Central,Charger,Accessories,14,19,5098,Eve,Credit Card,266
1360,2024-12-25,North,Mouse,Accessories,10,899,5004,Charlie,UPI,8990
1100,2024-05-08,Central,Mouse,Accessories,2,49,5127,Bob,UPI,98
1373,2024-06-24,West,Tablet,Accessories,181,79,5145,Alice,Net Banking,14299
1088,2024-08-04,Central,Mouse,Accessories,1,599,5184,Eve,Credit Card,599
1459,2024-07-10,South,Tablet,Accessories,12,49,5011,Frank,Credit Card,588
1331,2024-01-17,East,Phone,Electronics,4,49,5176,Diana,Net Banking,196
1215,2024-05-09,Central,Charger,Electronics,2,299,5006,Diana,Debit Card,598
1467,2024-03-26,North,Phone,Accessories,8,899,5195,Frank,Cash,7192
1122,2024-12-25,South,Charger,Accessories,10,19,5049,Bob,Debit Card,190
1185,2024-06-13,North,Mouse,Electronics,5,1299,5032,Alice,UPI,6495
1021,2024-10-20,East,Charger,Electronics,2,899,5050,Eve,Cash,1798
1189,2024-06-20,West,Charger,Electronics,19,19,5154,Alice,Credit Card,361
1072,2024-06-10,North,Headphones,Electronics,4,899,5158,Frank,Cash,3596
1107,2024-09-17,East,Headphones,Electronics,7,1299,5149,Bob,Cash,9093
1271,2024-08-20,East,Tablet,Accessories,15,49,5139,Eve,Credit Card,735
1436,2024-10-01,Central,Phone,Electronics,3,49,5053,Eve,Credit Card,147
1103,2024-05-18,South,Laptop,Accessories,15,79,5148,Diana,Credit Card,1185
